source name	characteristics[organism]	characteristics[organism part]	characteristics[strain/breed]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[cell line]	characteristics[cell line]	characteristics[cell type]	characteristics[individual]	characteristics[biological replicate]	material type	assay name	technology type	comment[label]	comment[fractionation method]	comment[technical replicate]	comment[fraction identifier]	comment[ms2 mass analyzer]	comment[instrument]	comment[separation]	comment[file uri]	comment[dissociation method]	comment[collision energy]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	2	cell	run 57	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	6	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_6.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_6.raw
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	2	cell	run 58	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	7	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_7.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_7.raw
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	2	cell	run 59	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	8	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_8.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_8.raw
Sample 5	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	2	cell	run 60	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	9	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_9.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121215_EXQ1_AtDe_50CM_LFQ_myotubes_OG2_9.raw
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	3	cell	run 61	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_1.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_1.raw
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	3	cell	run 62	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	10	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_10.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_10.raw
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	3	cell	run 63	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	11	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_11.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_11.raw
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	3	cell	run 64	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	12	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_12.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_12.raw
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	3	cell	run 65	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	2	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_2.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_2.raw
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	3	cell	run 66	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	3	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_3.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_3.raw
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	3	cell	run 67	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	4	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_4.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_4.raw
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	3	cell	run 68	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	5	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_5.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_5.raw
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	3	cell	run 69	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	6	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_6.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_6.raw
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	3	cell	run 70	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	7	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_7.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_7.raw
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	3	cell	run 71	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	8	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_8.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_8.raw
Sample 6	Mus musculus	not applicable	C3H	not available	not available	not available	not available	C2C12	C2C12	myoblast	not applicable	3	cell	run 72	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	NT=Off-gel electrophoresis;AC=PRIDE:0000552	1	9	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=High-performance liquid chromatography;AC=PRIDE:0000565	https://ftp.pride.ebi.ac.uk/pride/data/archive/2015/04/PXD000288/20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_9.raw	AC=MS:1000422;NT=HCD	25 NCE	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	6 ppm	20 ppm	20121216_EXQ1_AtDe_50CM_LFQ_myotubes_OG3_9.raw
