source name	characteristics[organism part]	characteristics[organism]	characteristics[disease]	characteristics[cell type]	assay name	comment[data file]	comment[instrument]	comment[fraction identifier]
4m__BD3_01_1245.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD3_01_1245.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD3_01_1245.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BD4_01_1246.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD4_01_1246.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD4_01_1246.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BD5_01_1247.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD5_01_1247.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD5_01_1247.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BD6_01_1248.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD6_01_1248.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD6_01_1248.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BD7_01_1249.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD7_01_1249.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD7_01_1249.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BD8_01_1250.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD8_01_1250.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD8_01_1250.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BD9_01_1251.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD9_01_1251.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD9_01_1251.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
4m__BD10_01_1252.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD10_01_1252.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/4m__BD10_01_1252.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BA1_01_1307.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA1_01_1307.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA1_01_1307.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BA2_01_1308.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA2_01_1308.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA2_01_1308.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BA3_01_1309.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA3_01_1309.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA3_01_1309.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BA4_01_1310.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA4_01_1310.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA4_01_1310.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BA5_01_1311.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA5_01_1311.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA5_01_1311.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BA6_01_1312.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA6_01_1312.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA6_01_1312.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BA7_01_1313.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA7_01_1313.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA7_01_1313.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BA8_01_1314.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA8_01_1314.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA8_01_1314.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BA9_01_1315.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA9_01_1315.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA9_01_1315.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BA10_01_1316.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA10_01_1316.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA10_01_1316.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BA11_01_1317.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA11_01_1317.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA11_01_1317.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BA12_01_1318.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA12_01_1318.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BA12_01_1318.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BB1_01_1319.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB1_01_1319.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB1_01_1319.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BB2_01_1320.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB2_01_1320.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB2_01_1320.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BB3_01_1321.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB3_01_1321.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB3_01_1321.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BB4_01_1322.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB4_01_1322.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB4_01_1322.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BB5_01_1323.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB5_01_1323.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB5_01_1323.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BB6_01_1324.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB6_01_1324.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB6_01_1324.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BB7_01_1325.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB7_01_1325.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB7_01_1325.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BB8_01_1326.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB8_01_1326.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB8_01_1326.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BB9_01_1327.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB9_01_1327.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB9_01_1327.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
5m__BB10_01_1328.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB10_01_1328.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/5m__BB10_01_1328.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BE11_01_1979.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BE11_01_1979.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BE11_01_1979.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BE12_01_1980.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BE12_01_1980.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BE12_01_1980.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BF1_01_1981.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF1_01_1981.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF1_01_1981.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BF2_01_1982.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF2_01_1982.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF2_01_1982.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BF3_01_1983.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF3_01_1983.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF3_01_1983.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BF4_01_1984.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF4_01_1984.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF4_01_1984.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BF5_01_1985.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF5_01_1985.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF5_01_1985.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BF6_01_1986.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF6_01_1986.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF6_01_1986.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BF7_01_1987.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF7_01_1987.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF7_01_1987.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BF8_01_1988.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF8_01_1988.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF8_01_1988.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BF9_01_1989.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF9_01_1989.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF9_01_1989.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BF10_01_1990.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF10_01_1990.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF10_01_1990.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BF11_01_1991.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF11_01_1991.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF11_01_1991.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BF12_01_1992.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF12_01_1992.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BF12_01_1992.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BG1_01_1993.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BG1_01_1993.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BG1_01_1993.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BG2_01_1994.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BG2_01_1994.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BG2_01_1994.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BG3_01_1995.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BG3_01_1995.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BG3_01_1995.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
12m__BG4_01_1996.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BG4_01_1996.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Woman/12m__BG4_01_1996.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BC10_01_1039.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC10_01_1039.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC10_01_1039.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BC11_01_1040.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC11_01_1040.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC11_01_1040.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BC12_01_1041.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC12_01_1041.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC12_01_1041.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BC9_01_1038.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC9_01_1038.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BC9_01_1038.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BD10_01_1051.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD10_01_1051.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD10_01_1051.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BD11_01_1052.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD11_01_1052.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD11_01_1052.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BD12_01_1053.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD12_01_1053.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD12_01_1053.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BD1_01_1042.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD1_01_1042.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD1_01_1042.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BD2_01_1043.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD2_01_1043.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD2_01_1043.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BD3_01_1044.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD3_01_1044.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD3_01_1044.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BD4_01_1045.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD4_01_1045.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD4_01_1045.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BD5_01_1046.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD5_01_1046.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD5_01_1046.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BD6_01_1047.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD6_01_1047.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD6_01_1047.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BD7_01_1048.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD7_01_1048.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD7_01_1048.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BD8_01_1049.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD8_01_1049.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD8_01_1049.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BD9_01_1050.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD9_01_1050.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BD9_01_1050.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BE1_01_1054.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE1_01_1054.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE1_01_1054.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BE2_01_1055.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE2_01_1055.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE2_01_1055.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BE3_01_1056.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE3_01_1056.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE3_01_1056.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BE4_01_1057.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE4_01_1057.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE4_01_1057.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BE5_01_1058.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE5_01_1058.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE5_01_1058.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BE6_01_1059.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE6_01_1059.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE6_01_1059.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BE7_01_1060.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE7_01_1060.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE7_01_1060.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BE8_01_1061.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE8_01_1061.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE8_01_1061.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BE9_01_1062.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE9_01_1062.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BE9_01_1062.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BA10_01_1015.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA10_01_1015.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA10_01_1015.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BA11_01_1016.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA11_01_1016.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA11_01_1016.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BA12_01_1017.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA12_01_1017.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA12_01_1017.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BA1_01_1006.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA1_01_1006.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA1_01_1006.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BA2_01_1007.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA2_01_1007.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA2_01_1007.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BA3_01_1008.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA3_01_1008.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA3_01_1008.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BA4_01_1009.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA4_01_1009.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA4_01_1009.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BA5_01_1010.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA5_01_1010.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA5_01_1010.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BA6_01_1011.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA6_01_1011.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA6_01_1011.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BA7_01_1012.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA7_01_1012.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA7_01_1012.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BA8_01_1013.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA8_01_1013.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA8_01_1013.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
2m__BA9_01_1014.mzXML	not applicable	Homo sapiens	not applicable	not applicable	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA9_01_1014.mzXML	f.MSV000078556/ccms_peak/Human_Swabs/Man/2m__BA9_01_1014.mzXML	impact|MS:1002077	dd5c5706-7343-46e4-962c-be668af276f2
