Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[age]	Characteristics[cell line]	Characteristics[cell type]	Characteristics[ancestry category]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[disease]	Characteristics[biological replicate]	Characteristics[individual]	assay name	comment[data file]	comment[technical replicate]	comment[fractionation method]	comment[fraction identifier]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[collision energy]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	Material Type	factor value[organism part]
Sample 40	Homo sapiens	melanoma cerebral metastasis  cells nuclear extracts	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	1	YDFR	run 80	YDFR-CB3_NE_1_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	80
Sample 41	Homo sapiens	melanoma cerebral metastasis  cells nuclear extracts	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	2	YDFR	run 81	YDFR-CB3_NE_2_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	81
Sample 41	Homo sapiens	melanoma cerebral metastasis  cells nuclear extracts	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	2	YDFR	run 82	YDFR-CB3_NE_2_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	82
Sample 42	Homo sapiens	melanoma cerebral metastasis  cells nuclear extracts	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	3	YDFR	run 83	YDFR-CB3_NE_3_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	83
Sample 42	Homo sapiens	melanoma cerebral metastasis  cells nuclear extracts	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	3	YDFR	run 84	YDFR-CB3_NE_3_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	84
Sample 43	Homo sapiens	cutaneous melanoma cells cytoplasm	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	1	YDFR	run 85	YDFR-C_CYT_1_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	85
Sample 43	Homo sapiens	cutaneous melanoma cells cytoplasm	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	1	YDFR	run 86	YDFR-C_CYT_1_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	86
Sample 44	Homo sapiens	cutaneous melanoma cells cytoplasm	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	2	YDFR	run 87	YDFR-C_CYT_2_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	87
Sample 44	Homo sapiens	cutaneous melanoma cells cytoplasm	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	2	YDFR	run 88	YDFR-C_CYT_2_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	88
Sample 45	Homo sapiens	cutaneous melanoma cells cytoplasm	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	3	YDFR	run 89	YDFR-C_CYT_3_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	89
Sample 45	Homo sapiens	cutaneous melanoma cells cytoplasm	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	3	YDFR	run 90	YDFR-C_CYT_3_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	90
Sample 46	Homo sapiens	cutaneous melanoma cells nuclear extracts	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	1	YDFR	run 91	YDFR-C_NE_1_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	91
Sample 46	Homo sapiens	cutaneous melanoma cells nuclear extracts	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	1	YDFR	run 92	YDFR-C_NE_1_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	92
Sample 47	Homo sapiens	cutaneous melanoma cells nuclear extracts	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	2	YDFR	run 93	YDFR-C_NE_2_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	93
Sample 47	Homo sapiens	cutaneous melanoma cells nuclear extracts	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	2	YDFR	run 94	YDFR-C_NE_2_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	94
Sample 48	Homo sapiens	cutaneous melanoma cells nuclear extracts	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	3	YDFR	run 95	YDFR-C_NE_3_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	95
Sample 48	Homo sapiens	cutaneous melanoma cells nuclear extracts	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	3	YDFR	run 96	YDFR-C_NE_3_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	96
Sample 49	Homo sapiens	melanoma cerebral metastasis cells supernatants	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	1	DP	run 97	DP-CB_SN_1_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	97
Sample 49	Homo sapiens	melanoma cerebral metastasis cells supernatants	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	1	DP	run 98	DP-CB_SN_1_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	98
Sample 50	Homo sapiens	melanoma cerebral metastasis cells supernatants	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	2	DP	run 99	DP-CB_SN_2_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	99
Sample 50	Homo sapiens	melanoma cerebral metastasis cells supernatants	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	2	DP	run 100	DP-CB_SN_2_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	100
Sample 51	Homo sapiens	melanoma cerebral metastasis cells supernatants	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	3	DP	run 101	DP-CB_SN_3_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	101
Sample 51	Homo sapiens	melanoma cerebral metastasis cells supernatants	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	3	DP	run 102	DP-CB_SN_3_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	102
Sample 52	Homo sapiens	cutaneous melanoma cells supernatants	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	1	DP	run 103	DP-C_SN_1_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	103
Sample 52	Homo sapiens	cutaneous melanoma cells supernatants	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	1	DP	run 104	DP-C_SN_1_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	104
Sample 53	Homo sapiens	cutaneous melanoma cells supernatants	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	2	DP	run 105	DP-C_SN_2_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	105
Sample 53	Homo sapiens	cutaneous melanoma cells supernatants	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	2	DP	run 106	DP-C_SN_2_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	106
Sample 54	Homo sapiens	cutaneous melanoma cells supernatants	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	3	DP	run 107	DP-C_SN_3_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	107
Sample 54	Homo sapiens	cutaneous melanoma cells supernatants	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	3	DP	run 108	DP-C_SN_3_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	108
Sample 55	Homo sapiens	melanoma cerebral metastasis  cells supernatants	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	1	M12	run 109	M12-CB_SN_1_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	109
Sample 55	Homo sapiens	melanoma cerebral metastasis  cells supernatants	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	1	M12	run 110	M12-CB_SN_1_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	110
Sample 56	Homo sapiens	melanoma cerebral metastasis  cells supernatants	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	2	M12	run 111	M12-CB_SN_2_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	111
Sample 56	Homo sapiens	melanoma cerebral metastasis  cells supernatants	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	2	M12	run 112	M12-CB_SN_2_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	112
Sample 57	Homo sapiens	melanoma cerebral metastasis  cells supernatants	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	3	M12	run 113	M12-CB_SN_3_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	113
Sample 57	Homo sapiens	melanoma cerebral metastasis  cells supernatants	not available	not applicable	cerebellar	not available	not available	not available	Melanoma	3	M12	run 114	M12-CB_SN_3_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	114
Sample 58	Homo sapiens	cutaneous melanoma cells supernatants	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	1	M12	run 115	M12-C_SN_1_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	115
Sample 58	Homo sapiens	cutaneous melanoma cells supernatants	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	1	M12	run 116	M12-C_SN_1_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	116
Sample 59	Homo sapiens	cutaneous melanoma cells supernatants	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	2	M12	run 117	M12-C_SN_2_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	117
Sample 59	Homo sapiens	cutaneous melanoma cells supernatants	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	2	M12	run 118	M12-C_SN_2_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	118
Sample 60	Homo sapiens	cutaneous melanoma cells supernatants	not available	not applicable	cutaneous	not available	not available	not available	Melanoma	3	M12	run 119	M12-C_SN_3_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	1	AC=MS:1000484; NT=Orbitrap	NT=Q Exactive;AC=MS:1001911	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;MT=variable;PP=Protein C-term	NT=Trypsin; AC=MS:1001251	NT=Lys-C;AC=MS:1001309	AC=MS:1002038;NT=label free sample	30%	not available	not available	cell	119
