source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cultured cell]	characteristics[disease]	characteristics[biological replicate]	assay name	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[data file]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	factor value[bait]
MCP_ky_0005130_MYH9_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005130	0	0	Label free	MCP_ky_0005130_0132_28_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P35579
MCP_ky_0005130_MYH9_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005130	0	0	Label free	MCP_ky_0005130_0136_12_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P35579
MCP_ky_0005144_KIF2C_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005144	0	0	Label free	MCP_ky_0005144_0109_25_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q922S8
MCP_ky_0005144_KIF2C_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005144	0	0	Label free	MCP_ky_0005144_0118_10_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q922S8
MCP_ky_0005144_KIF2C_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005144	0	0	Label free	MCP_ky_0005144_0120_16_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q922S8
MCP_ky_0005146_KIF4A_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005146	0	0	Label free	MCP_ky_0005146_0106_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P33174
MCP_ky_0005146_KIF4A_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005146	0	0	Label free	MCP_ky_0005146_0133_48_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P33174
MCP_ky_0005146_KIF4A_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005146	0	0	Label free	MCP_ky_0005146_0136_13_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P33174
MCP_ky_0005149_CENPE_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005149	0	0	Label free	MCP_ky_0005149_0106_05_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-E9QKK1
MCP_ky_0005149_CENPE_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005149	0	0	Label free	MCP_ky_0005149_0134_01_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-E9QKK1
MCP_ky_0005149_CENPE_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005149	0	0	Label free	MCP_ky_0005149_0136_03_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-E9QKK1
MCP_ky_0005150_KIF23_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005150	0	0	Label free	MCP_ky_0005150_0106_30_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-E9Q5G3
MCP_ky_0005150_KIF23_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005150	0	0	Label free	MCP_ky_0005150_0134_45_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-E9Q5G3
MCP_ky_0005150_KIF23_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005150	0	0	Label free	MCP_ky_0005150_0136_07_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-E9Q5G3
MCP_ky_0005153_VRK1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005153	0	0	Label free	MCP_ky_0005153_0106_39_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q80X41
MCP_ky_0005153_VRK1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005153	0	0	Label free	MCP_ky_0005153_0133_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q80X41
MCP_ky_0005153_VRK1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005153	0	0	Label free	MCP_ky_0005153_0136_32_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q80X41
MCP_ky_0005155_MYH10_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005155	0	0	Label free	MCP_ky_0005155_0106_44_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q61879
MCP_ky_0005155_MYH10_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005155	0	0	Label free	MCP_ky_0005155_0132_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q61879
MCP_ky_0005155_MYH10_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005155	0	0	Label free	MCP_ky_0005155_0136_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q61879
MCP_ky_0005172_CRY1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005172	0	0	Label free	MCP_ky_0005172_0090_05_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P97784
MCP_ky_0005172_CRY1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005172	0	0	Label free	MCP_ky_0005172_0117_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P97784
MCP_ky_0005172_CRY1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005172	0	0	Label free	MCP_ky_0005172_0119_44_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P97784
MCP_ky_0005174_KDM5A_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005174	0	0	Label free	MCP_ky_0005174_0106_06_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q3UXZ9
MCP_ky_0005174_KDM5A_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005174	0	0	Label free	MCP_ky_0005174_0132_45_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q3UXZ9
MCP_ky_0005174_KDM5A_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005174	0	0	Label free	MCP_ky_0005174_0136_23_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q3UXZ9
MCP_ky_0005175_VHL_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005175	0	0	Label free	MCP_ky_0005175_0106_29_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P40337
MCP_ky_0005175_VHL_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005175	0	0	Label free	MCP_ky_0005175_0134_31_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P40337
MCP_ky_0005175_VHL_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005175	0	0	Label free	MCP_ky_0005175_0136_33_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P40337
MCP_ky_0005179_RB1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005179	0	0	Label free	MCP_ky_0005179_0199_06_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P06400
MCP_ky_0005179_RB1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005179	0	0	Label free	MCP_ky_0005179_0200_27_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P06400
MCP_ky_0005179_RB1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005179	0	0	Label free	MCP_ky_0005179_0201_17_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P06400
MCP_ky_0005181_SLAIN2_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005181	0	0	Label free	MCP_ky_0005181_0106_14_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9P270
MCP_ky_0005181_SLAIN2_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005181	0	0	Label free	MCP_ky_0005181_0132_20_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9P270
MCP_ky_0005181_SLAIN2_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005181	0	0	Label free	MCP_ky_0005181_0136_34_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9P270
MCP_ky_0005197_FIP1L1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005197	0	0	Label free	MCP_ky_0005197_0076_30_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q6UN15
MCP_ky_0005197_FIP1L1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005197	0	0	Label free	MCP_ky_0005197_0085_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q6UN15
MCP_ky_0005197_FIP1L1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005197	0	0	Label free	MCP_ky_0005197_0087_01_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q6UN15
MCP_ky_0005198_IWS1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005198	0	0	Label free	MCP_ky_0005198_0076_15_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q96ST2
MCP_ky_0005198_IWS1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005198	0	0	Label free	MCP_ky_0005198_0103_24_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q96ST2
MCP_ky_0005198_IWS1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005198	0	0	Label free	MCP_ky_0005198_0105_18_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q96ST2
MCP_ky_0005202_C20orf43_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005202	0	0	Label free	MCP_ky_0005202_0076_09_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9BY42
MCP_ky_0005202_C20orf43_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005202	0	0	Label free	MCP_ky_0005202_0089_40_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9BY42
MCP_ky_0005202_C20orf43_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005202	0	0	Label free	MCP_ky_0005202_0122_41_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9BY42
MCP_ky_0005206_SIN3A_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005206	0	0	Label free	MCP_ky_0005206_0076_31_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	DIGtag-GFP-Q60520
MCP_ky_0005206_SIN3A_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005206	0	0	Label free	MCP_ky_0005206_0103_48_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	DIGtag-GFP-Q60520
MCP_ky_0005206_SIN3A_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005206	0	0	Label free	MCP_ky_0005206_0105_19_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	DIGtag-GFP-Q60520
MCP_ky_0005207_CDK2AP1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005207	0	0	Label free	MCP_ky_0005207_0076_42_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	DIGtag-GFP-O35207
MCP_ky_0005207_CDK2AP1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005207	0	0	Label free	MCP_ky_0005207_0086_27_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	DIGtag-GFP-O35207
MCP_ky_0005207_CDK2AP1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005207	0	0	Label free	MCP_ky_0005207_0087_29_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	DIGtag-GFP-O35207
MCP_ky_0005209_KIF7_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005209	0	0	Label free	MCP_ky_0005209_0207_14_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q2M1P5
MCP_ky_0005209_KIF7_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005209	0	0	Label free	MCP_ky_0005209_0209_44_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q2M1P5
MCP_ky_0005209_KIF7_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005209	0	0	Label free	MCP_ky_0005209_0210_20_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q2M1P5
MCP_ky_0005210_KIF7_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005210	0	0	Label free	MCP_ky_0005210_0094_43_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q2M1P5
MCP_ky_0005210_KIF7_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005210	0	0	Label free	MCP_ky_0005210_0115_23_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q2M1P5
MCP_ky_0005210_KIF7_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005210	0	0	Label free	MCP_ky_0005210_0116_45_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q2M1P5
MCP_ky_0005212_MYO5C_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005212	0	0	Label free	MCP_ky_0005212_0207_02_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9NQX4
MCP_ky_0005212_MYO5C_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005212	0	0	Label free	MCP_ky_0005212_0209_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9NQX4
MCP_ky_0005212_MYO5C_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005212	0	0	Label free	MCP_ky_0005212_0210_25_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q9NQX4
MCP_ky_0005213_C20orf43;RTFDC1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005213	0	0	Label free	MCP_ky_0005213_0201_12_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q99K95
MCP_ky_0005213_C20orf43;RTFDC1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005213	0	0	Label free	MCP_ky_0005213_0202_39_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q99K95
MCP_ky_0005213_C20orf43;RTFDC1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005213	0	0	Label free	MCP_ky_0005213_0203_37_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q99K95
MCP_ky_0005235_PLK2_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005235	0	0	Label free	MCP_ky_0005235_0204_38_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P53351
MCP_ky_0005235_PLK2_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005235	0	0	Label free	MCP_ky_0005235_0205_09_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P53351
MCP_ky_0005235_PLK2_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005235	0	0	Label free	MCP_ky_0005235_0206_39_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-P53351
MCP_ky_0005241_LIMK1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005241	0	0	Label free	MCP_ky_0005241_0252_35_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P53667
MCP_ky_0005241_LIMK1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005241	0	0	Label free	MCP_ky_0005241_0253_04_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P53667
MCP_ky_0005241_LIMK1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005241	0	0	Label free	MCP_ky_0005241_0254_33_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P53667
MCP_ky_0005243_KPNA1_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005243	0	0	Label free	MCP_ky_0005243_0110_32_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P52294
MCP_ky_0005243_KPNA1_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005243	0	0	Label free	MCP_ky_0005243_0157_26_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P52294
MCP_ky_0005243_KPNA1_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005243	0	0	Label free	MCP_ky_0005243_0159_21_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-P52294
MCP_ky_0005245_SETDB1_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005245	0	0	Label free	MCP_ky_0005245_0204_33_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-D3YYC3
MCP_ky_0005245_SETDB1_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005245	0	0	Label free	MCP_ky_0005245_0205_15_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-D3YYC3
MCP_ky_0005245_SETDB1_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005245	0	0	Label free	MCP_ky_0005245_0206_03_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-D3YYC3
MCP_ky_0005248_ZNF687_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005248	0	0	Label free	MCP_ky_0005248_0110_02_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8N1G0
MCP_ky_0005248_ZNF687_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005248	0	0	Label free	MCP_ky_0005248_0137_27_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8N1G0
MCP_ky_0005248_ZNF687_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005248	0	0	Label free	MCP_ky_0005248_0145_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q8N1G0
MCP_ky_0005252_HEATR2_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005252	0	0	Label free	MCP_ky_0005252_0110_05_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-B9EJR8
MCP_ky_0005252_HEATR2_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005252	0	0	Label free	MCP_ky_0005252_0137_47_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-B9EJR8
MCP_ky_0005252_HEATR2_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005252	0	0	Label free	MCP_ky_0005252_0145_32_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-B9EJR8
MCP_ky_0005253_PHF12_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005253	0	0	Label free	MCP_ky_0005253_0110_23_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q96QT6
MCP_ky_0005253_PHF12_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005253	0	0	Label free	MCP_ky_0005253_0135_22_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q96QT6
MCP_ky_0005253_PHF12_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005253	0	0	Label free	MCP_ky_0005253_0138_43_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	LAP-Q96QT6
MCP_ky_0005260_HEATR2_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005260	0	0	Label free	MCP_ky_0005260_0109_24_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-B9EJR8
MCP_ky_0005260_HEATR2_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005260	0	0	Label free	MCP_ky_0005260_0137_04_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-B9EJR8
MCP_ky_0005260_HEATR2_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005260	0	0	Label free	MCP_ky_0005260_0138_29_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-B9EJR8
MCP_ky_0005266_KDM1B_1	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005266	0	0	Label free	MCP_ky_0005266_0110_01_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q8NB78
MCP_ky_0005266_KDM1B_2	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005266	0	0	Label free	MCP_ky_0005266_0137_45_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q8NB78
MCP_ky_0005266_KDM1B_3	Homo sapiens	Homo sapiens	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005266	0	0	Label free	MCP_ky_0005266_0141_25_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	NFLAP-Q8NB78
MCP_ky_0005269_OSGEP_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005269	0	0	Label free	MCP_ky_0005269_0124_17_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	DIGtag-GFP-Q8BWU5
MCP_ky_0005269_OSGEP_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005269	0	0	Label free	MCP_ky_0005269_0126_32_JBB.RAW	orbitrap	NT=Trypsin	NT=Lys-C	DIGtag-GFP-Q8BWU5
MCP_ky_0005269_OSGEP_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005269	0	0	Label free	MCP_ky_0005269_0127_42_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	DIGtag-GFP-Q8BWU5
MCP_ky_0005272_MBD2_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005272	0	0	Label free	MCP_ky_0005272_0226_25_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	DIGtag-GFP-Q9Z2E1
MCP_ky_0005272_MBD2_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005272	0	0	Label free	MCP_ky_0005272_0228_27_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	DIGtag-GFP-Q9Z2E1
MCP_ky_0005272_MBD2_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005272	0	0	Label free	MCP_ky_0005272_0229_10_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	DIGtag-GFP-Q9Z2E1
MCP_ky_0005274_BCL7C_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005274	0	0	Label free	MCP_ky_0005274_0090_09_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	DIGtag-GFP-O08664
MCP_ky_0005274_BCL7C_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005274	0	0	Label free	MCP_ky_0005274_0113_11_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	DIGtag-GFP-O08664
MCP_ky_0005274_BCL7C_3	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	3	MCP_ky_0005274	0	0	Label free	MCP_ky_0005274_0114_17_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	DIGtag-GFP-O08664
MCP_ky_0005291_ZBTB7A_1	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	1	MCP_ky_0005291	0	0	Label free	MCP_ky_0005291_0204_35_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	DIGtag-GFP-O88939
MCP_ky_0005291_ZBTB7A_2	Homo sapiens	Mus musculus	not applicable	epithelial cell	HeLa	not applicable	2	MCP_ky_0005291	0	0	Label free	MCP_ky_0005291_0205_32_JBA.RAW	orbitrap	NT=Trypsin	NT=Lys-C	DIGtag-GFP-O88939
