source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[cell type]	characteristics[developmental stage]	characteristics[disposition]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[data file]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[dissociation method]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[file uri]	factor value[organism part]	factor value[age]
Sample 36	Mus musculus	kidney	10M	not applicable	adult	uninfected	1	not applicable	Run 71	proteomic profiling by mass spectrometry	kidney_10mo_4_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_10mo_4_1-results.raw	kidney	10M
Sample 36	Mus musculus	kidney	10M	not applicable	adult	uninfected	1	not applicable	Run 72	proteomic profiling by mass spectrometry	kidney_10mo_4_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_10mo_4_2-results.raw	kidney	10M
Sample 37	Mus musculus	kidney	18M	not applicable	adult	uninfected	1	not applicable	Run 73	proteomic profiling by mass spectrometry	kidney_18mo_1_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_18mo_1_1-results.raw	kidney	18M
Sample 37	Mus musculus	kidney	18M	not applicable	adult	uninfected	1	not applicable	Run 74	proteomic profiling by mass spectrometry	kidney_18mo_1_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_18mo_1_2-results.raw	kidney	18M
Sample 38	Mus musculus	kidney	18M	not applicable	adult	uninfected	1	not applicable	Run 75	proteomic profiling by mass spectrometry	kidney_18mo_2_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_18mo_2_1-results.raw	kidney	18M
Sample 38	Mus musculus	kidney	18M	not applicable	adult	uninfected	1	not applicable	Run 76	proteomic profiling by mass spectrometry	kidney_18mo_2_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_18mo_2_2-results.raw	kidney	18M
Sample 39	Mus musculus	kidney	24M	not applicable	adult	uninfected	1	not applicable	Run 77	proteomic profiling by mass spectrometry	kidney_24mo_1_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_24mo_1_1-results.raw	kidney	24M
Sample 39	Mus musculus	kidney	24M	not applicable	adult	uninfected	1	not applicable	Run 78	proteomic profiling by mass spectrometry	kidney_24mo_1_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_24mo_1_2-results.raw	kidney	24M
Sample 40	Mus musculus	kidney	24M	not applicable	adult	uninfected	1	not applicable	Run 79	proteomic profiling by mass spectrometry	kidney_24mo_2_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_24mo_2_1-results.raw	kidney	24M
Sample 40	Mus musculus	kidney	24M	not applicable	adult	uninfected	1	not applicable	Run 80	proteomic profiling by mass spectrometry	kidney_24mo_2_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_24mo_2_2-results.raw	kidney	24M
Sample 41	Mus musculus	kidney	3M	not applicable	adult	uninfected	1	not applicable	Run 81	proteomic profiling by mass spectrometry	kidney_3mo_1_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_3mo_1_1-results.raw	kidney	3M
Sample 41	Mus musculus	kidney	3M	not applicable	adult	uninfected	1	not applicable	Run 82	proteomic profiling by mass spectrometry	kidney_3mo_1_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_3mo_1_2-results.raw	kidney	3M
Sample 42	Mus musculus	kidney	3M	not applicable	adult	uninfected	1	not applicable	Run 83	proteomic profiling by mass spectrometry	kidney_3mo_2_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_3mo_2_1-results.raw	kidney	3M
Sample 42	Mus musculus	kidney	3M	not applicable	adult	uninfected	1	not applicable	Run 84	proteomic profiling by mass spectrometry	kidney_3mo_2_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_3mo_2_2-results.raw	kidney	3M
Sample 43	Mus musculus	kidney	3M	not applicable	adult	uninfected	1	not applicable	Run 85	proteomic profiling by mass spectrometry	kidney_3mo_3_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_3mo_3_1-results.raw	kidney	3M
Sample 43	Mus musculus	kidney	3M	not applicable	adult	uninfected	1	not applicable	Run 86	proteomic profiling by mass spectrometry	kidney_3mo_3_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_3mo_3_2-results.raw	kidney	3M
Sample 44	Mus musculus	kidney	3M	not applicable	adult	uninfected	1	not applicable	Run 87	proteomic profiling by mass spectrometry	kidney_3mo_4_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_3mo_4_1-results.raw	kidney	3M
Sample 44	Mus musculus	kidney	3M	not applicable	adult	uninfected	1	not applicable	Run 88	proteomic profiling by mass spectrometry	kidney_3mo_4_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_3mo_4_2-results.raw	kidney	3M
Sample 45	Mus musculus	kidney	5M	not applicable	adult	uninfected	1	not applicable	Run 89	proteomic profiling by mass spectrometry	kidney_5mo_1_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_5mo_1_1-results.raw	kidney	5M
Sample 45	Mus musculus	kidney	5M	not applicable	adult	uninfected	1	not applicable	Run 90	proteomic profiling by mass spectrometry	kidney_5mo_1_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_5mo_1_2-results.raw	kidney	5M
Sample 46	Mus musculus	kidney	5M	not applicable	adult	uninfected	1	not applicable	Run 91	proteomic profiling by mass spectrometry	kidney_5mo_2_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_5mo_2_1-results.raw	kidney	5M
Sample 46	Mus musculus	kidney	5M	not applicable	adult	uninfected	1	not applicable	Run 92	proteomic profiling by mass spectrometry	kidney_5mo_2_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_5mo_2_2-results.raw	kidney	5M
Sample 47	Mus musculus	kidney	5M	not applicable	adult	uninfected	1	not applicable	Run 93	proteomic profiling by mass spectrometry	kidney_5mo_3_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_5mo_3_1-results.raw	kidney	5M
Sample 47	Mus musculus	kidney	5M	not applicable	adult	uninfected	1	not applicable	Run 94	proteomic profiling by mass spectrometry	kidney_5mo_3_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_5mo_3_2-results.raw	kidney	5M
Sample 48	Mus musculus	kidney	5M	not applicable	adult	uninfected	1	not applicable	Run 95	proteomic profiling by mass spectrometry	kidney_5mo_4_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_5mo_4_1-results.raw	kidney	5M
Sample 48	Mus musculus	kidney	5M	not applicable	adult	uninfected	1	not applicable	Run 96	proteomic profiling by mass spectrometry	kidney_5mo_4_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/kidney_5mo_4_2-results.raw	kidney	5M
Sample 49	Mus musculus	liver	10M	not applicable	adult	uninfected	1	not applicable	Run 97	proteomic profiling by mass spectrometry	liver_10mo_1_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_10mo_1_1-results.raw	liver	10M
Sample 49	Mus musculus	liver	10M	not applicable	adult	uninfected	1	not applicable	Run 98	proteomic profiling by mass spectrometry	liver_10mo_1_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_10mo_1_2-results.raw	liver	10M
Sample 50	Mus musculus	liver	10M	not applicable	adult	uninfected	1	not applicable	Run 99	proteomic profiling by mass spectrometry	liver_10mo_2_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_10mo_2_1-results.raw	liver	10M
Sample 50	Mus musculus	liver	10M	not applicable	adult	uninfected	1	not applicable	Run 100	proteomic profiling by mass spectrometry	liver_10mo_2_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_10mo_2_2-results.raw	liver	10M
Sample 51	Mus musculus	liver	10M	not applicable	adult	uninfected	1	not applicable	Run 101	proteomic profiling by mass spectrometry	liver_10mo_3_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_10mo_3_1-results.raw	liver	10M
Sample 51	Mus musculus	liver	10M	not applicable	adult	uninfected	1	not applicable	Run 102	proteomic profiling by mass spectrometry	liver_10mo_3_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_10mo_3_2-results.raw	liver	10M
Sample 52	Mus musculus	liver	10M	not applicable	adult	uninfected	1	not applicable	Run 103	proteomic profiling by mass spectrometry	liver_10mo_4_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_10mo_4_1-results.raw	liver	10M
Sample 52	Mus musculus	liver	10M	not applicable	adult	uninfected	1	not applicable	Run 104	proteomic profiling by mass spectrometry	liver_10mo_4_2-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_10mo_4_2-results.raw	liver	10M
Sample 53	Mus musculus	liver	18M	not applicable	adult	uninfected	1	not applicable	Run 105	proteomic profiling by mass spectrometry	liver_18mo_1_1-results.raw	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001917;NT=glutamyl endopeptidase	AC=MS:1002417;NT=Orbitrap Fusion ETD	AC=MS:1000598;NT=electron transfer dissociation	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K,R;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K,R;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	0.02 Da	1.05 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005300/liver_18mo_1_1-results.raw	liver	18M
