source name	characteristics[organism]	characteristics[organism part]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[individual]	characteristics[biological replicate]	characteristics[material type]	assay name	technology type	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[fractionation method]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters].3	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[proteomics data acquisition method]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[organism part]
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 461	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_1.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 462	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_2.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 463	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_3.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 464	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_4.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 465	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_5.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 466	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_6.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 467	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_7.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 468	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_8.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 469	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_9.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_9.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 470	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_10.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_10.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 471	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_11.raw	1	11	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_11.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 472	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_11_2.raw	1	11_2	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_11_2.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 473	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_12.raw	1	12	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_12.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 474	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_12_2.raw	1	12_2	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_12_2.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 475	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_13.raw	1	13	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_13.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 476	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_13_2.raw	1	13_2	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_13_2.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 477	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_14.raw	1	14	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_14.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 478	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_14_2.raw	1	14_2	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_14_2.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 479	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_15.raw	1	15	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_15.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 480	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_15_2.raw	1	15_2	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_15_2.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 481	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_16.raw	1	16	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_16.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 482	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_17.raw	1	17	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_17.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
Sample 12	Homo sapiens	prostate	not available	not available	not available	not available	not applicable	not available	not available	1	tissue	run 483	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_18.raw	1	18	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Glu->pyro-Glu; MT=Variable; PP=Anywhere;AC=UNIMOD:27; TA=Q	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	20151008_QE5_UPLC10_DBJ_SA_PROSTATE_Pt2_human_46frac_18.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	prostate
