#file_format=SDRF
#version=v1.1.0
#template=default
#template_version=v1.1.0
source name	characteristics[organism]	characteristics[organism part]	characteristics[ancestry category]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell line]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	material type	assay name	technology type	comment[fraction identifier]	comment[technical replicate]	comment[file uri]	comment[instrument]	comment[MS2 analyzer type]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details].1	comment[modification parameters]	comment[modification parameters].1	comment[modification parameters].2	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[proteomics data acquisition method]	comment[data file]
Sample 57	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 68	proteomic profiling by mass spectrometry	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_1%AA_no_BSA_3_SCX_5.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_1%AA_no_BSA_3_SCX_5.raw
Sample 57	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 69	proteomic profiling by mass spectrometry	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_1%AA_no_BSA_3_SCX_X.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_1%AA_no_BSA_3_SCX_X.raw
Sample 58	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 70	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_1%AA_with_BSA_1_1D.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_1%AA_with_BSA_1_1D.raw
Sample 58	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 71	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_1%AA_with_BSA_1_SCX_3.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_1%AA_with_BSA_1_SCX_3.raw
Sample 58	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 72	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_1%AA_with_BSA_1_SCX_4.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_1%AA_with_BSA_1_SCX_4.raw
Sample 58	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 73	proteomic profiling by mass spectrometry	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_1%AA_with_BSA_1_SCX_5.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_1%AA_with_BSA_1_SCX_5.raw
Sample 58	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 74	proteomic profiling by mass spectrometry	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_1%AA_with_BSA_1_SCX_X.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_1%AA_with_BSA_1_SCX_X.raw
Sample 59	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 75	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_1%AA_with_BSA_2_1D.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_1%AA_with_BSA_2_1D.raw
Sample 59	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 76	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_1%AA_with_BSA_2_SCX_3.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_1%AA_with_BSA_2_SCX_3.raw
Sample 59	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 77	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_1%AA_with_BSA_2_SCX_4.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_1%AA_with_BSA_2_SCX_4.raw
Sample 59	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 78	proteomic profiling by mass spectrometry	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_1%AA_with_BSA_2_SCX_5.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_1%AA_with_BSA_2_SCX_5.raw
Sample 59	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 79	proteomic profiling by mass spectrometry	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_1%AA_with_BSA_2_SCX_X.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_1%AA_with_BSA_2_SCX_X.raw
Sample 60	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 80	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_1%AA_with_BSA_3_1D.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_1%AA_with_BSA_3_1D.raw
Sample 60	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 81	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_1%AA_with_BSA_3_SCX_3.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_1%AA_with_BSA_3_SCX_3.raw
Sample 60	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 82	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_1%AA_with_BSA_3_SCX_4.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_1%AA_with_BSA_3_SCX_4.raw
Sample 60	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 83	proteomic profiling by mass spectrometry	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_1%AA_with_BSA_3_SCX_5.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_1%AA_with_BSA_3_SCX_5.raw
Sample 60	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 84	proteomic profiling by mass spectrometry	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_1%AA_with_BSA_3_SCX_X.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_1%AA_with_BSA_3_SCX_X.raw
Sample 61	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 85	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_100%AA_no_BSA_1_1D.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_100%AA_no_BSA_1_1D.raw
Sample 61	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 86	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_100%AA_no_BSA_1_SCX_3.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_100%AA_no_BSA_1_SCX_3.raw
Sample 61	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 87	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_100%AA_no_BSA_1_SCX_4.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_100%AA_no_BSA_1_SCX_4.raw
Sample 61	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 88	proteomic profiling by mass spectrometry	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_100%AA_no_BSA_1_SCX_5.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_100%AA_no_BSA_1_SCX_5.raw
Sample 61	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 89	proteomic profiling by mass spectrometry	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_100%AA_no_BSA_1_SCX_X.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_100%AA_no_BSA_1_SCX_X.raw
Sample 62	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 90	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_100%AA_no_BSA_2_1D.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_100%AA_no_BSA_2_1D.raw
Sample 62	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 91	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_100%AA_no_BSA_2_SCX_3.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_100%AA_no_BSA_2_SCX_3.raw
Sample 62	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 92	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_100%AA_no_BSA_2_SCX_4.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_100%AA_no_BSA_2_SCX_4.raw
Sample 62	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 93	proteomic profiling by mass spectrometry	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_100%AA_no_BSA_2_SCX_5.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_100%AA_no_BSA_2_SCX_5.raw
Sample 62	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 94	proteomic profiling by mass spectrometry	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_100%AA_no_BSA_2_SCX_X.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_100%AA_no_BSA_2_SCX_X.raw
Sample 63	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 95	proteomic profiling by mass spectrometry	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_100%AA_no_BSA_3_1D.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_100%AA_no_BSA_3_1D.raw
Sample 63	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 96	proteomic profiling by mass spectrometry	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_100%AA_no_BSA_3_SCX_3.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_100%AA_no_BSA_3_SCX_3.raw
Sample 63	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 97	proteomic profiling by mass spectrometry	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_100%AA_no_BSA_3_SCX_4.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_100%AA_no_BSA_3_SCX_4.raw
Sample 63	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 98	proteomic profiling by mass spectrometry	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_100%AA_no_BSA_3_SCX_5.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_100%AA_no_BSA_3_SCX_5.raw
Sample 63	Homo sapiens	not available	not available	not available	not available	not available	UOK276	not available	not available	1	cell line	run 99	proteomic profiling by mass spectrometry	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/07/PXD019123/UOK276_100%AA_no_BSA_3_SCX_X.raw	NT=Q Exactive HF;AC=MS:1002523	NT=Orbitrap;AC=MS:1000484	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;PP=Any N-term;AC=UNIMOD:1;MT=Variable	27 eV	4.5 ppm	20 ppm	NT=Data-dependent acquisition;AC=PRIDE:0000627	UOK276_100%AA_no_BSA_3_SCX_X.raw
