source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	characteristics[individual]	material type	characteristics[biological replicate]	assay name	technology type	comment[data file]	comment[fraction identifier]	comment[technical replicate]	comment[file uri]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[label]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[cell line]
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	2	Run 75	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_4.raw	4	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_4.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	2	Run 76	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_5.raw	5	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_5.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	2	Run 77	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_6.raw	6	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_6.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	2	Run 78	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_7.raw	7	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_7.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	2	Run 79	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_8.raw	8	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_8.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 4	Homo sapiens	stomach	SNU-1	Asian	44Y	Male	gastric carcinoma	epithelial	adult	not available	cell line	2	Run 80	proteomic profiling by mass spectrometry	20190103_SNV_1_ACN_UP_9.raw	9	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190103_SNV_1_ACN_UP_9.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	SNU-1
Sample 5	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	1	Run 81	proteomic profiling by mass spectrometry	20190203_HELA_1_Down_1.raw	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_Down_1.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 5	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	1	Run 82	proteomic profiling by mass spectrometry	20190203_HELA_1_Down_10.raw	10	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_Down_10.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 5	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	1	Run 83	proteomic profiling by mass spectrometry	20190203_HELA_1_Down_11.raw	11	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_Down_11.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 5	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	1	Run 84	proteomic profiling by mass spectrometry	20190203_HELA_1_Down_12.raw	12	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_Down_12.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 5	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	1	Run 85	proteomic profiling by mass spectrometry	20190203_HELA_1_Down_13.raw	13	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_Down_13.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 5	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	1	Run 86	proteomic profiling by mass spectrometry	20190203_HELA_1_Down_14.raw	14	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_Down_14.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 5	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	1	Run 87	proteomic profiling by mass spectrometry	20190203_HELA_1_Down_15.raw	15	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_Down_15.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 5	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	1	Run 88	proteomic profiling by mass spectrometry	20190203_HELA_1_Down_16.raw	16	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_Down_16.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 5	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	1	Run 89	proteomic profiling by mass spectrometry	20190203_HELA_1_Down_17.raw	17	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_Down_17.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 5	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	1	Run 90	proteomic profiling by mass spectrometry	20190203_HELA_1_Down_18.raw	18	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_Down_18.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 5	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	1	Run 91	proteomic profiling by mass spectrometry	20190203_HELA_1_Down_19.raw	19	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_Down_19.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 5	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	1	Run 92	proteomic profiling by mass spectrometry	20190203_HELA_1_Down_2.raw	2	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_Down_2.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 5	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	1	Run 93	proteomic profiling by mass spectrometry	20190203_HELA_1_Down_20.raw	20	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_Down_20.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 5	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	1	Run 94	proteomic profiling by mass spectrometry	20190203_HELA_1_Down_3.raw	3	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_Down_3.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 5	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	1	Run 95	proteomic profiling by mass spectrometry	20190203_HELA_1_Down_4.raw	4	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_Down_4.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 5	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	1	Run 96	proteomic profiling by mass spectrometry	20190203_HELA_1_Down_5.raw	5	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_Down_5.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 5	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	1	Run 97	proteomic profiling by mass spectrometry	20190203_HELA_1_Down_6.raw	6	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_Down_6.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 5	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	1	Run 98	proteomic profiling by mass spectrometry	20190203_HELA_1_Down_7.raw	7	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_Down_7.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 5	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	1	Run 99	proteomic profiling by mass spectrometry	20190203_HELA_1_Down_8.raw	8	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_Down_8.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 5	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	1	Run 100	proteomic profiling by mass spectrometry	20190203_HELA_1_Down_9.raw	9	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_Down_9.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 6	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	2	Run 101	proteomic profiling by mass spectrometry	20190203_HELA_1_UP_1.raw	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_UP_1.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 6	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	2	Run 102	proteomic profiling by mass spectrometry	20190203_HELA_1_UP_10.raw	10	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_UP_10.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 6	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	2	Run 103	proteomic profiling by mass spectrometry	20190203_HELA_1_UP_11.raw	11	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_UP_11.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 6	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	2	Run 104	proteomic profiling by mass spectrometry	20190203_HELA_1_UP_12.raw	12	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_UP_12.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 6	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	2	Run 105	proteomic profiling by mass spectrometry	20190203_HELA_1_UP_13.raw	13	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_UP_13.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 6	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	2	Run 106	proteomic profiling by mass spectrometry	20190203_HELA_1_UP_14.raw	14	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_UP_14.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 6	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	2	Run 107	proteomic profiling by mass spectrometry	20190203_HELA_1_UP_15.raw	15	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_UP_15.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 6	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	2	Run 108	proteomic profiling by mass spectrometry	20190203_HELA_1_UP_16.raw	16	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_UP_16.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 6	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	2	Run 109	proteomic profiling by mass spectrometry	20190203_HELA_1_UP_17.raw	17	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_UP_17.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 6	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	2	Run 110	proteomic profiling by mass spectrometry	20190203_HELA_1_UP_18.raw	18	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_UP_18.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 6	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	2	Run 111	proteomic profiling by mass spectrometry	20190203_HELA_1_UP_19.raw	19	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_UP_19.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
Sample 6	Homo sapiens	cervix	HeLa	Black	31Y	Female	epithelial cervix carcinoma	epithelial	adult	not available	cell line	2	Run 112	proteomic profiling by mass spectrometry	20190203_HELA_1_UP_2.raw	2	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/12/PXD014058/20190203_HELA_1_UP_2.raw	NT=Trypsin/P;AC=MS:1001313	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	"NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7"	AC=MS:1002038;NT=label free sample	0.5 Da	20 ppm	HeLa
