source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[compound]	characteristics[biological replicate]	characteristics[enrichment process]	characteristics[synthetic peptide]	characteristics[sample amount]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]
Sample 109	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	2 μg	run 34	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_E_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_E_02.raw	2	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 110	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	198 μg	run 34	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_E_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_E_02.raw	2	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 111	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 34	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_E_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_E_02.raw	2	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 112	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 34	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_E_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_E_02.raw	2	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 113	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	2 μg	run 35	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_E_03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_E_03.raw	3	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 114	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	198 μg	run 35	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_E_03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_E_03.raw	3	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 115	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 35	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_E_03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_E_03.raw	3	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 116	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 35	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_E_03.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_E_03.raw	3	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 117	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	2 μg	run 36	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_E_04.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_E_04.raw	4	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 118	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	198 μg	run 36	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_E_04.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_E_04.raw	4	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 119	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 36	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_E_04.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_E_04.raw	4	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 120	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 36	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_E_04.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_E_04.raw	4	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 121	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	2 μg	run 37	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_E_05.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_E_05.raw	5	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 122	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	198 μg	run 37	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_E_05.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_E_05.raw	5	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 123	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 37	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_E_05.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_E_05.raw	5	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 124	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 37	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_E_05.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_E_05.raw	5	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 125	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	2 μg	run 38	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_F_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_F_01.raw	1	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 126	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	198 μg	run 38	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_F_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_F_01.raw	1	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 127	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 38	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_F_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_F_01.raw	1	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 128	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 38	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_F_01.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_F_01.raw	1	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 129	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	2 μg	run 39	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_F_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_F_02.raw	2	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 130	Saccharomyces cerevisiae	not applicable	not available	not available	not available	not available	not applicable	not applicable	not applicable	Mock	not applicable	enrichment of phosphorylated Protein	not synthetic	198 μg	run 39	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_F_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_F_02.raw	2	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
Sample 131	Homo sapiens	not applicable	adult	epithelial cervix carcinoma	31Y	female	Black	epithelial cell	Hela	Phosphatase	not applicable	enrichment of phosphorylated Protein	not synthetic	50 μg	run 39	proteomic profiling by mass spectrometry	20190122_QE5_nLC5_AH_LFQstoich_DDA_F_02.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/05/PXD014525/20190122_QE5_nLC5_AH_LFQstoich_DDA_F_02.raw	2	1	NT=Data-Dependent Acquisition;AC=NCIT:C161785	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=MS:1002877;NT=Q Exactive HF-X	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	NT=Deamidated;MT=variable;TA=N,Q;AC=UNIMOD:7	NT=Gln->pyro-Glu;MT=variable;TA=Q;AC=UNIMOD:28	AC=MS:1000422;NT=HCD	25% NCE	not available	not available
