source name	characteristics[organism]	characteristics[organism part]	characteristics[sex]	characteristics[biological replicate]	characteristics[disease]	characteristics[cell type]	assay name	technology type	comment[acquisition method]	comment[technical replicate]	comment[chromatography type]	comment[scan polarity]	comment[instrument]	comment[ion source]	comment[data file]	comment[metabolite assignment file]	factor value[gene]
QC	Mus musculus	blood plasma	not applicable	42	not applicable	not available	X20180910_QC.EI_neg_059_blood_plasma	LC-MS-based metabolomics	full scan	21	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_059_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	43	not applicable	not available	X20180910_QC.EI_neg_065_blood_plasma	LC-MS-based metabolomics	full scan	22	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_065_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	44	not applicable	not available	X20180910_QC.EI_neg_071_blood_plasma	LC-MS-based metabolomics	full scan	23	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_071_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
QC	Mus musculus	blood plasma	not applicable	45	not applicable	not available	X20180910_QC.EI_neg_075_blood_plasma	LC-MS-based metabolomics	full scan	24	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_QC-EI_neg_075_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
blank	Mus musculus	solvent	not applicable	1	not applicable	not available	X20180910_Blanc.EI_neg_001_liver	LC-MS-based metabolomics	full scan	1	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_Blanc-EI_neg_001_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
blank	Mus musculus	solvent	not applicable	2	not applicable	not available	X20180910_Blanc.EI_neg_002_liver	LC-MS-based metabolomics	full scan	2	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_Blanc-EI_neg_002_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
blank	Mus musculus	solvent	not applicable	3	not applicable	not available	X20180910_Blanc.EI_neg_076_liver	LC-MS-based metabolomics	full scan	3	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_Blanc-EI_neg_076_liver.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_liver_v2_maf.tsv	not applicable
blank	Mus musculus	solvent	not applicable	4	not applicable	not available	X20180910_Blanc.EI_neg_001_plasma	LC-MS-based metabolomics	full scan	4	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_Blanc-EI_neg_001_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
blank	Mus musculus	solvent	not applicable	5	not applicable	not available	X20180910_Blanc.EI_neg_002_plasma	LC-MS-based metabolomics	full scan	5	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_Blanc-EI_neg_002_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
blank	Mus musculus	solvent	not applicable	6	not applicable	not available	X20180910_Blanc.EI_neg_076_plasma	LC-MS-based metabolomics	full scan	6	"NT=hydrophilic interaction chromatography;AC=CHMO:0002262"	negative scan	"NT=Q Exactive;AC=MS:1001911"	"NT=electrospray ionization;AC=MS:1000073"	FILES/20180910_Blanc-EI_neg_076_plasma.mzXML	m_MTBLS1903_LC-MS_negative_hilic_metabolite_profiling_plasma_v2_maf.tsv	not applicable
