Source Name	Characteristics[organism]	Characteristics[disease]	Characteristics[organism part]	Characteristics[organism part]	Characteristics[cell line]	Comment[proteomexchange accession number]	Comment[data file]	Comment[Associated file URI]	Comment[instrument]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[cleavage agent details]	Material Type	Description	Comment[Label]	Comment[fragment mass tolerance]	Comment[precursor mass tolerance]
Sample 861	Homo sapiens	non-small cell lung adenocarcinoma	lung		NCI-H460	PXD005940	00522_B11_P003814_B0J_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00522_B11_P003814_B0J_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 862	Homo sapiens	non-small cell lung adenocarcinoma	lung		NCI-H460	PXD005940	00522_G11_P003814_B0O_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00522_G11_P003814_B0O_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 863	Homo sapiens	non-small cell lung adenocarcinoma	lung		NCI-H460	PXD005940	00522_C12_P003814_B0S_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00522_C12_P003814_B0S_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 864	Homo sapiens	non-small cell lung adenocarcinoma	lung		NCI-H460	PXD005940	00522_F12_P003814_B0V_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00522_F12_P003814_B0V_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 865	Homo sapiens	non-small cell lung adenocarcinoma	lung		NCI-H460	PXD005940	00522_F11_P003814_B0N_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00522_F11_P003814_B0N_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 866	Homo sapiens	non-small cell lung adenocarcinoma	lung		NCI-H460	PXD005940	00522_H11_P003814_B0P_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00522_H11_P003814_B0P_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 867	Homo sapiens	non-small cell lung adenocarcinoma	lung		NCI-H460	PXD005940	00522_G12_P003814_B0W_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00522_G12_P003814_B0W_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 868	Homo sapiens	non-small cell lung adenocarcinoma	lung		NCI-H460	PXD005940	00522_B12_P003814_B0R_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00522_B12_P003814_B0R_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 869	Homo sapiens	non-small cell lung adenocarcinoma	lung		NCI-H460	PXD005940	00522_E10_P003814_B0E_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00522_E10_P003814_B0E_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 870	Homo sapiens	non-small cell lung adenocarcinoma	lung		NCI-H460	PXD005940	00522_A12_P003814_B0Q_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00522_A12_P003814_B0Q_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 871	Homo sapiens	non-small cell lung adenocarcinoma	lung		NCI-H460	PXD005940	00522_D11_P003814_B0L_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00522_D11_P003814_B0L_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 872	Homo sapiens	non-small cell lung adenocarcinoma	lung		NCI-H460	PXD005940	00522_E12_P003814_B0U_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00522_E12_P003814_B0U_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 873	Homo sapiens	non-small cell lung adenocarcinoma	lung		NCI-H460	PXD005940	00522_D10_P003814_B0D_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00522_D10_P003814_B0D_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 874	Homo sapiens	non-small cell lung adenocarcinoma	lung		NCI-H460	PXD005940	00522_C11_P003814_B0K_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00522_C11_P003814_B0K_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 875	Homo sapiens	non-small cell lung adenocarcinoma	lung		NCI-H460	PXD005940	00522_A10_P003814_B0A_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00522_A10_P003814_B0A_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 876	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_C03_P003815_B0S_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_C03_P003815_B0S_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 877	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_E02_P003815_B0M_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_E02_P003815_B0M_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 878	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_F01_P003815_B0F_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_F01_P003815_B0F_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 879	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_D02_P003815_B0L_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_D02_P003815_B0L_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 880	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_G01_P003815_B0G_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_G01_P003815_B0G_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 881	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_E03_P003815_B0U_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_E03_P003815_B0U_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 882	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_B03_P003815_B0R_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_B03_P003815_B0R_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 883	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_A02_P003815_B0I_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_A02_P003815_B0I_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 884	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_A03_P003815_B0Q_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_A03_P003815_B0Q_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 885	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_E01_P003815_B0E_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_E01_P003815_B0E_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 886	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_B01_P003815_B0B_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_B01_P003815_B0B_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 887	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_C01_P003815_B0C_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_C01_P003815_B0C_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 888	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_H01_P003815_B0H_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_H01_P003815_B0H_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 889	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_A01_P003815_B0A_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_A01_P003815_B0A_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 890	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_H02_P003815_B0P_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_H02_P003815_B0P_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 891	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_B02_P003815_B0J_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_B02_P003815_B0J_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 892	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_G03_P003815_B0W_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_G03_P003815_B0W_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 893	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_G02_P003815_B0O_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_G02_P003815_B0O_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 894	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_F03_P003815_B0V_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_F03_P003815_B0V_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 895	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_D01_P003815_B0D_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_D01_P003815_B0D_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 896	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_C02_P003815_B0K_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_C02_P003815_B0K_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 897	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_H03_P003815_B0X_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_H03_P003815_B0X_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 898	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_F02_P003815_B0N_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_F02_P003815_B0N_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 899	Homo sapiens	astrocytoma	brain	central nervous system	U-251 MG	PXD005940	00523_D03_P003815_B0T_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_D03_P003815_B0T_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 900	Homo sapiens	ovarian serous cystadenocarcinoma	ovary	female gonad	SKOV3	PXD005940	00523_A05_P003816_B0I_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_A05_P003816_B0I_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
Sample 901	Homo sapiens	ovarian serous cystadenocarcinoma	ovary	female gonad	SKOV3	PXD005940	00523_B06_P003816_B0R_A00_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/03/PXD005940/00523_B06_P003816_B0R_A00_R1.raw	AC=MS:1001910;NM=LTQ Orbitrap Elite	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NM=Trypsin	cell	deep proteome of 9 cell lines	AC=MS:1002038;NM=label free sample	20 ppm	20 ppm
