source name	characteristics[organism]	characteristics[organism part]	characteristics[sex]	characteristics[cell type]	characteristics[developmental stage]	characteristics[disease]	characteristics[genotype]	characteristics[phenotype]	characteristics[biological replicate]	assay name	technology type	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[technical replicate]	comment[fraction identifier]	comment[instrument]	comment[cleavage agent details]	comment[number of missed cleavages]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]
A1	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	G1+HBP	sterile	1	run_1_fraction_9	proteomic profiling by mass spectrometry	iTRAQ reagent 114	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	9	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_1_F9.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_1_F9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
E1	Citrus maxima	floral bud	male	not applicable	stage 3	not applicable	G1+HBP	sterile	1	run_1_fraction_9	proteomic profiling by mass spectrometry	iTRAQ reagent 115	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	9	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_1_F9.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_1_F9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
F1	Citrus maxima	floral bud	male	not applicable	stage 3	not applicable	HBP	fertile	1	run_1_fraction_9	proteomic profiling by mass spectrometry	iTRAQ reagent 116	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	9	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_1_F9.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_1_F9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
C1	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	G1+HBP	sterile	1	run_1_fraction_9	proteomic profiling by mass spectrometry	iTRAQ reagent 117	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	9	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_1_F9.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_1_F9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
B1	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	HBP	fertile	1	run_1_fraction_9	proteomic profiling by mass spectrometry	iTRAQ reagent 118	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	9	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_1_F9.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_1_F9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
D1	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	HBP	fertile	1	run_1_fraction_9	proteomic profiling by mass spectrometry	iTRAQ reagent 119	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	9	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_1_F9.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_1_F9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
E2	Citrus maxima	floral bud	male	not applicable	stage 3	not applicable	G1+HBP	sterile	2	run_1_fraction_9	proteomic profiling by mass spectrometry	iTRAQ reagent 121	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	9	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_1_F9.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_1_F9.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
IS2_pool	Citrus maxima	floral bud	male	not applicable	not applicable	not applicable	not applicable	not applicable	2	run_2_fraction_1	proteomic profiling by mass spectrometry	iTRAQ reagent 113	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
B2	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	HBP	fertile	2	run_2_fraction_1	proteomic profiling by mass spectrometry	iTRAQ reagent 114	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
A2	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	G1+HBP	sterile	2	run_2_fraction_1	proteomic profiling by mass spectrometry	iTRAQ reagent 115	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
B3	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	HBP	fertile	3	run_2_fraction_1	proteomic profiling by mass spectrometry	iTRAQ reagent 116	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
F2	Citrus maxima	floral bud	male	not applicable	stage 3	not applicable	HBP	fertile	2	run_2_fraction_1	proteomic profiling by mass spectrometry	iTRAQ reagent 117	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
D2	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	HBP	fertile	2	run_2_fraction_1	proteomic profiling by mass spectrometry	iTRAQ reagent 118	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
C2	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	G1+HBP	sterile	2	run_2_fraction_1	proteomic profiling by mass spectrometry	iTRAQ reagent 119	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
A3	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	G1+HBP	sterile	3	run_2_fraction_1	proteomic profiling by mass spectrometry	iTRAQ reagent 121	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	1	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
IS2_pool	Citrus maxima	floral bud	male	not applicable	not applicable	not applicable	not applicable	not applicable	2	run_2_fraction_10	proteomic profiling by mass spectrometry	iTRAQ reagent 113	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	10	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
B2	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	HBP	fertile	2	run_2_fraction_10	proteomic profiling by mass spectrometry	iTRAQ reagent 114	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	10	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
A2	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	G1+HBP	sterile	2	run_2_fraction_10	proteomic profiling by mass spectrometry	iTRAQ reagent 115	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	10	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
B3	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	HBP	fertile	3	run_2_fraction_10	proteomic profiling by mass spectrometry	iTRAQ reagent 116	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	10	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
F2	Citrus maxima	floral bud	male	not applicable	stage 3	not applicable	HBP	fertile	2	run_2_fraction_10	proteomic profiling by mass spectrometry	iTRAQ reagent 117	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	10	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
D2	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	HBP	fertile	2	run_2_fraction_10	proteomic profiling by mass spectrometry	iTRAQ reagent 118	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	10	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
C2	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	G1+HBP	sterile	2	run_2_fraction_10	proteomic profiling by mass spectrometry	iTRAQ reagent 119	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	10	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
A3	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	G1+HBP	sterile	3	run_2_fraction_10	proteomic profiling by mass spectrometry	iTRAQ reagent 121	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	10	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F10.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
IS2_pool	Citrus maxima	floral bud	male	not applicable	not applicable	not applicable	not applicable	not applicable	2	run_2_fraction_2	proteomic profiling by mass spectrometry	iTRAQ reagent 113	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	2	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
B2	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	HBP	fertile	2	run_2_fraction_2	proteomic profiling by mass spectrometry	iTRAQ reagent 114	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	2	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
A2	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	G1+HBP	sterile	2	run_2_fraction_2	proteomic profiling by mass spectrometry	iTRAQ reagent 115	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	2	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
B3	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	HBP	fertile	3	run_2_fraction_2	proteomic profiling by mass spectrometry	iTRAQ reagent 116	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	2	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
F2	Citrus maxima	floral bud	male	not applicable	stage 3	not applicable	HBP	fertile	2	run_2_fraction_2	proteomic profiling by mass spectrometry	iTRAQ reagent 117	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	2	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
D2	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	HBP	fertile	2	run_2_fraction_2	proteomic profiling by mass spectrometry	iTRAQ reagent 118	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	2	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
C2	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	G1+HBP	sterile	2	run_2_fraction_2	proteomic profiling by mass spectrometry	iTRAQ reagent 119	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	2	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
A3	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	G1+HBP	sterile	3	run_2_fraction_2	proteomic profiling by mass spectrometry	iTRAQ reagent 121	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	2	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F2.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
IS2_pool	Citrus maxima	floral bud	male	not applicable	not applicable	not applicable	not applicable	not applicable	2	run_2_fraction_3	proteomic profiling by mass spectrometry	iTRAQ reagent 113	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	3	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
B2	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	HBP	fertile	2	run_2_fraction_3	proteomic profiling by mass spectrometry	iTRAQ reagent 114	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	3	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
A2	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	G1+HBP	sterile	2	run_2_fraction_3	proteomic profiling by mass spectrometry	iTRAQ reagent 115	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	3	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
B3	Citrus maxima	floral bud	male	not applicable	stage 1	not applicable	HBP	fertile	3	run_2_fraction_3	proteomic profiling by mass spectrometry	iTRAQ reagent 116	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	3	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
F2	Citrus maxima	floral bud	male	not applicable	stage 3	not applicable	HBP	fertile	2	run_2_fraction_3	proteomic profiling by mass spectrometry	iTRAQ reagent 117	NT=iTRAQ8plex;PP=Any N-term;TA=K;AC=UNIMOD:730;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	3	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
D2	Citrus maxima	floral bud	male	not applicable	stage 2	not applicable	HBP	fertile	2	run_2_fraction_3	proteomic profiling by mass spectrometry	iTRAQ reagent 118	NT=iTRAQ8plex:13C(6)15N(2) ;PP=Any N-term;TA=K;AC=UNIMOD:731;MT=fixed	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=variable	1	3	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	2	NT=Data-dependent acquisition;AC=PRIDE:0000627	P12162_2_F3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD000527/P12162_2_F3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0
