source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[developmental stage]	characteristics[disease]	characteristics[ancestry category]	characteristics[sex]	characteristics[age]	material type	characteristics[biological replicate]	assay name	technology type	comment[data file]	comment[file uri]	comment[proteomexchange accession number]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[lowest observed m/z]	comment[highest observed m/z]	factor value[cell line]
LC_NCIH522_b	Homo sapiens	lung	not available	NCI-H522	not available	non-small cell lung carcinoma	caucasian	Male	58Y	cell	2	Run 90	proteomic profiling by mass spectrometer	guot_L130628_004_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130628_004_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	NCI-H522
RE_TK10_b	Homo sapiens	kidney	not available	TK-10	not available	renal cell adenocarcinoma	caucasian	Male	43Y	cell	2	Run 91	proteomic profiling by mass spectrometer	guot_L130628_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130628_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	TK-10
ME_UACC257_b	Homo sapiens	skin	not available	UACC-257	not available	skin cutaneous melanoma	caucasian	not available	not available	cell	2	Run 92	proteomic profiling by mass spectrometer	guot_L130628_006_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130628_006_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	UACC-257
PR_DU145_b	Homo sapiens	prostate	not available	DU 145	not available	prostate adenocarcinoma	caucasian	Male	69Y	cell	2	Run 93	proteomic profiling by mass spectrometer	guot_L130629_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130629_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	DU 145
CO_HCT15_b	Homo sapiens	large intestine	not available	HCT15	not available	colon adenocarcinoma	caucasian	Male	not available	cell	2	Run 94	proteomic profiling by mass spectrometer	guot_L130629_003_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130629_003_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	HCT15
LE_MOLT4_b	Homo sapiens	blood	not available	MOLT4	not available	acute T lymphoblastic leukaemia	caucasian	Male	19Y	cell	2	Run 95	proteomic profiling by mass spectrometer	guot_L130629_004_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130629_004_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	MOLT4
LC_NCIH460_b	Homo sapiens	lung	not available	NCI-H460	not available	large cell lung carcinoma	caucasian	Male	not available	cell	2	Run 96	proteomic profiling by mass spectrometer	guot_L130629_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130629_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	NCI-H460
CNS_U251_b	Homo sapiens	brain	not available	U-251 MG	not available	glioblastoma	caucasian	Male	75Y	cell	2	Run 97	proteomic profiling by mass spectrometer	guot_L130629_006_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130629_006_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	U-251 MG
CO_COLO205_b	Homo sapiens	large intestine	not available	COLO205	not available	colon adenocarcinoma	caucasian	Male	70Y	cell	2	Run 98	proteomic profiling by mass spectrometer	guot_L130630_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130630_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	COLO205
BR_MDAMB468_b	Homo sapiens	breast	not available	MDAMB468	not available	breast adenocarcinoma	caucasian	Female	51Y	cell	2	Run 99	proteomic profiling by mass spectrometer	guot_L130630_003_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130630_003_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	MDAMB468
LC_NCIH226_b	Homo sapiens	lung	not available	NCI-H226	not available	mesothelioma	caucasian	Male	not available	cell	2	Run 100	proteomic profiling by mass spectrometer	guot_L130630_004_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130630_004_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	NCI-H226
OV_OVCAR3_b	Homo sapiens	ovary	not available	OVCAR3	not available	ovarian serous cystadenocarcinoma	caucasian	Female	60Y	cell	2	Run 101	proteomic profiling by mass spectrometer	guot_L130630_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130630_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	OVCAR3
CNS_SF268_b	Homo sapiens	brain	not available	SF268	not available	glioma	caucasian	Female	24Y	cell	2	Run 102	proteomic profiling by mass spectrometer	guot_L130630_006_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130630_006_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	SF268
CO_HCC2998_b	Homo sapiens	large intestine	not available	HCC2998	not available	colon adenocarcinoma	caucasian	not available	not available	cell	2	Run 103	proteomic profiling by mass spectrometer	guot_L130701_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130701_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	HCC2998
ME_MDAMB435_b	Homo sapiens	skin	not available	MDAMB435	not available	melanoma	caucasian	Male	33Y	cell	2	Run 104	proteomic profiling by mass spectrometer	guot_L130701_003_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130701_003_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	MDAMB435
OV_NCIADRRES_b	Homo sapiens	ovary	not available	NCI/ADR-RES	not available	ovarian serous cystadenocarcinoma	caucasian	Female	64Y	cell	2	Run 105	proteomic profiling by mass spectrometer	guot_L130701_004_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130701_004_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	NCI/ADR-RES
LC_NCIH23_b	Homo sapiens	lung	not available	NCI-H23	not available	non-small cell lung carcinoma	caucasian	Male	51Y	cell	2	Run 106	proteomic profiling by mass spectrometer	guot_L130701_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130701_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	NCI-H23
RE_UO31_b	Homo sapiens	kidney	not available	UO-31	not available	renal cell carcinoma	caucasian	Female	not available	cell	2	Run 107	proteomic profiling by mass spectrometer	guot_L130701_006_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130701_006_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	UO-31
LC_HOP62_b	Homo sapiens	lung	not available	HOP-62	not available	non-small cell lung carcinoma	caucasian	Female	60Y	cell	2	Run 108	proteomic profiling by mass spectrometer	guot_L130702_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130702_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	HOP-62
OV_OVCAR5_b	Homo sapiens	ovary	not available	OVCAR5	not available	ovarian adenocarcinoma	caucasian	Female	67Y	cell	2	Run 109	proteomic profiling by mass spectrometer	guot_L130702_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130702_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	OVCAR5
LE_SR_b	Homo sapiens	blood	not available	SR	not available	immunoblastic large cell lymphoma	caucasian	Male	11Y	cell	2	Run 110	proteomic profiling by mass spectrometer	guot_L130702_006_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130702_006_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	SR
LC_HOP92_b	Homo sapiens	lung	not available	HOP-92	not available	large cell lung carcinoma	caucasian	Male	62Y	cell	2	Run 111	proteomic profiling by mass spectrometer	guot_L130703_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130703_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	HOP-92
ME_LOXIMVI_b	Homo sapiens	skin	not available	LOX IMVI	not available	skin cutaneous melanoma	caucasian	Male	58Y	cell	2	Run 112	proteomic profiling by mass spectrometer	guot_L130703_003b_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130703_003b_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	LOX IMVI
PR_PC3_b	Homo sapiens	prostate	not available	PC-3	not available	prostate adenocarcinoma	caucasian	Male	62Y	cell	2	Run 113	proteomic profiling by mass spectrometer	guot_L130703_004_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130703_004_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	PC-3
RE_SN12C_b	Homo sapiens	kidney	not available	SN12C	not available	renal cell carcinoma	caucasian	Male	not available	cell	2	Run 114	proteomic profiling by mass spectrometer	guot_L130703_005_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130703_005_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	SN12C
CNS_SNB75_a	Homo sapiens	brain	not available	SNB75	not available	astrocytoma	caucasian	Female	74Y	cell	1	Run 115	proteomic profiling by mass spectrometer	guot_L130719_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130719_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	SNB75
CNS_SNB75_b	Homo sapiens	brain	not available	SNB75	not available	astrocytoma	caucasian	Female	74Y	cell	2	Run 116	proteomic profiling by mass spectrometer	guot_L130719_003_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130719_003_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	SNB75
BR_HS578T_a	Homo sapiens	breast	not available	HS578T	not available	breast carcinoma	caucasian	Female	74Y	cell	1	Run 117	proteomic profiling by mass spectrometer	guot_L130722_001_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130722_001_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	HS578T
BR_HS578T_b	Homo sapiens	breast	not available	HS578T	not available	breast carcinoma	caucasian	Female	74Y	cell	2	Run 118	proteomic profiling by mass spectrometer	guot_L130722_002_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130722_002_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	HS578T
ME_M14_a	Homo sapiens	skin	not available	M14	not available	melanoma	caucasian	Male	33Y	cell	1	Run 119	proteomic profiling by mass spectrometer	guot_L130722_003_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130722_003_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	M14
ME_M14_b	Homo sapiens	skin	not available	M14	not available	melanoma	caucasian	Male	33Y	cell	2	Run 120	proteomic profiling by mass spectrometer	guot_L130722_004_SW.wiff	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/06/PXD003539/guot_L130722_004_SW.wiff	PXD003539	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1001251;NT=Trypsin	NT=TripleTOF 5600;AC=MS:1000932	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	400	1200	M14
