source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[phenotype]	characteristics[individual]	comment[data file]	comment[associated file uri]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	material type	factor value[organism part]
sample 9	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120215_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep3_Fr1.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120215_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep3_Fr1.raw	1	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 9	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120215_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep3_Fr2.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120215_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep3_Fr2.raw	2	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 9	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120215_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep3_Fr3.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120215_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep3_Fr3.raw	3	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 9	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120215_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep3_Fr4.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120215_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep3_Fr4.raw	4	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 9	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120215_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep3_Fr5.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120215_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep3_Fr5.raw	5	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 9	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120215_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep3_Fr6.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120215_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep3_Fr6.raw	6	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 9	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120216_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep3_FT1.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120216_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep3_FT1.raw	8	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 9	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120216_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep3_FT2.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120216_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep3_FT2.raw	9	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 9	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120216_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep3_FT3.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120216_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep3_FT3.raw	10	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 10	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120217_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep4_Fr1.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120217_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep4_Fr1.raw	1	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 10	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120217_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep4_Fr2.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120217_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep4_Fr2.raw	2	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 10	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120217_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep4_Fr3.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120217_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep4_Fr3.raw	3	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 10	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120217_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep4_Fr4.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120217_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep4_Fr4.raw	4	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 10	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120217_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep4_Fr5.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120217_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep4_Fr5.raw	5	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 10	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120217_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep4_Fr6.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120217_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep4_Fr6.raw	6	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 10	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120217_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep4_FT1.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120217_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep4_FT1.raw	8	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 10	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120217_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep4_FT2.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120217_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep4_FT2.raw	9	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 10	homo sapiens	not available	not available	not available	Female	Nocodazole	not available	20120217_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep4_FT3.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120217_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_Nocodazole_rep4_FT3.raw	10	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 11	homo sapiens	not available	not available	not available	Female	EGF	not available	20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr1.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr1.raw	1	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 11	homo sapiens	not available	not available	not available	Female	EGF	not available	20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr2.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr2.raw	2	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 11	homo sapiens	not available	not available	not available	Female	EGF	not available	20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr3.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr3.raw	3	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 11	homo sapiens	not available	not available	not available	Female	EGF	not available	20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr4.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr4.raw	4	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 11	homo sapiens	not available	not available	not available	Female	EGF	not available	20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr5.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr5.raw	5	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 11	homo sapiens	not available	not available	not available	Female	EGF	not available	20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr6.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep1_Fr6.raw	6	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 11	homo sapiens	not available	not available	not available	Female	EGF	not available	20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep4_FT1.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep4_FT1.raw	8	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 11	homo sapiens	not available	not available	not available	Female	EGF	not available	20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep4_FT2.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep4_FT2.raw	9	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 11	homo sapiens	not available	not available	not available	Female	EGF	not available	20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep4_FT3.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120224_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep4_FT3.raw	10	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 12	homo sapiens	not available	not available	not available	Female	EGF	not available	20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr1.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr1.raw	1	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 12	homo sapiens	not available	not available	not available	Female	EGF	not available	20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr2.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr2.raw	2	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 12	homo sapiens	not available	not available	not available	Female	EGF	not available	20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr3.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr3.raw	3	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 12	homo sapiens	not available	not available	not available	Female	EGF	not available	20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr4.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr4.raw	4	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 12	homo sapiens	not available	not available	not available	Female	EGF	not available	20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr5.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr5.raw	5	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 12	homo sapiens	not available	not available	not available	Female	EGF	not available	20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr6.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_Fr6.raw	6	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 12	homo sapiens	not available	not available	not available	Female	EGF	not available	20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_FT1.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_FT1.raw	8	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 12	homo sapiens	not available	not available	not available	Female	EGF	not available	20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_FT2.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_FT2.raw	9	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
sample 12	homo sapiens	not available	not available	not available	Female	EGF	not available	20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_FT3.raw	ftp://ftp.pride.ebi.ac.uk/pride/archive/projects/PXD000612/20120225_EXQ5_KiSh_SA_LabelFree_HeLa_Phospho_EGF_rep2_FT3.raw	10	AC=MS:1002038;NM=label free sample	AC=MS:1001911;NM=Q Exactive	20 ppm	0.05 Da	AC=MS:1000422;NM=HCD	AC=MS:1001251;NM=Trypsin	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	"NM=Phospho;MT=Variable;TA=S,T,Y;AC=UNIMOD:21"	not available	not available
