source name	characteristics[organism]	characteristics[organism part]	characteristics[compound]	characteristics[duration]	characteristics[age]	characteristics[cell type]	characteristics[enrichment process]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[fractionation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	factor value[organism part]
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 929	proteomic profiling by mass spectrometry	02480_BA4_P027520_S00_X09_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BA4_P027520_S00_X09_R1.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 930	proteomic profiling by mass spectrometry	02480_BB4_P027520_S00_X10_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BB4_P027520_S00_X10_R1.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 931	proteomic profiling by mass spectrometry	02480_BC4_P027520_S00_X11_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BC4_P027520_S00_X11_R1.raw	1	11	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 932	proteomic profiling by mass spectrometry	02480_BD4_P027520_S00_X12_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BD4_P027520_S00_X12_R1.raw	1	12	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 933	proteomic profiling by mass spectrometry	02480_BE4_P027520_S00_X13_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BE4_P027520_S00_X13_R1.raw	1	13	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 934	proteomic profiling by mass spectrometry	02480_BF4_P027520_S00_X14_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BF4_P027520_S00_X14_R1.raw	1	14	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 935	proteomic profiling by mass spectrometry	02480_BG4_P027520_S00_X15_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BG4_P027520_S00_X15_R1.raw	1	15	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 936	proteomic profiling by mass spectrometry	02480_BH4_P027520_S00_X16_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BH4_P027520_S00_X16_R1.raw	1	16	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 937	proteomic profiling by mass spectrometry	02480_BA5_P027520_S00_X17_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BA5_P027520_S00_X17_R1.raw	1	17	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 938	proteomic profiling by mass spectrometry	02480_BB5_P027520_S00_X18_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BB5_P027520_S00_X18_R1.raw	1	18	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 939	proteomic profiling by mass spectrometry	02480_BC5_P027520_S00_X19_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BC5_P027520_S00_X19_R1.raw	1	19	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 940	proteomic profiling by mass spectrometry	02480_BD5_P027520_S00_X20_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BD5_P027520_S00_X20_R1.raw	1	20	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 941	proteomic profiling by mass spectrometry	02480_BE5_P027520_S00_X21_R3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BE5_P027520_S00_X21_R3.raw	1	21	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 942	proteomic profiling by mass spectrometry	02480_BF5_P027520_S00_X22_R3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BF5_P027520_S00_X22_R3.raw	1	22	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 943	proteomic profiling by mass spectrometry	02480_BG5_P027520_S00_X23_R3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BG5_P027520_S00_X23_R3.raw	1	23	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 944	proteomic profiling by mass spectrometry	02480_BH5_P027520_S00_X24_R3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BH5_P027520_S00_X24_R3.raw	1	24	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 945	proteomic profiling by mass spectrometry	02480_BA6_P027520_S00_X25_R3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BA6_P027520_S00_X25_R3.raw	1	25	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 946	proteomic profiling by mass spectrometry	02480_BB6_P027520_S00_X26_R3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BB6_P027520_S00_X26_R3.raw	1	26	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 947	proteomic profiling by mass spectrometry	02480_BC6_P027520_S00_X27_R3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BC6_P027520_S00_X27_R3.raw	1	27	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 948	proteomic profiling by mass spectrometry	02480_BD6_P027520_S00_X28_R3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BD6_P027520_S00_X28_R3.raw	1	28	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 949	proteomic profiling by mass spectrometry	02480_BE6_P027520_S00_X29_R3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BE6_P027520_S00_X29_R3.raw	1	29	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 950	proteomic profiling by mass spectrometry	02480_BF6_P027520_S00_X30_R3.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BF6_P027520_S00_X30_R3.raw	1	30	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 951	proteomic profiling by mass spectrometry	02480_BG6_P027520_S00_X31_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BG6_P027520_S00_X31_R1.raw	1	31	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 952	proteomic profiling by mass spectrometry	02480_BH6_P027520_S00_X32_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BH6_P027520_S00_X32_R1.raw	1	32	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 953	proteomic profiling by mass spectrometry	02480_BA7_P027520_S00_X33_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BA7_P027520_S00_X33_R1.raw	1	33	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 954	proteomic profiling by mass spectrometry	02480_BB7_P027520_S00_X34_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BB7_P027520_S00_X34_R1.raw	1	34	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 955	proteomic profiling by mass spectrometry	02480_BC7_P027520_S00_X35_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BC7_P027520_S00_X35_R1.raw	1	35	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 956	proteomic profiling by mass spectrometry	02480_BD7_P027520_S00_X36_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BD7_P027520_S00_X36_R1.raw	1	36	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 957	proteomic profiling by mass spectrometry	02480_BE7_P027520_S00_X37_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BE7_P027520_S00_X37_R1.raw	1	37	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 958	proteomic profiling by mass spectrometry	02480_BF7_P027520_S00_X38_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BF7_P027520_S00_X38_R1.raw	1	38	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 959	proteomic profiling by mass spectrometry	02480_BG7_P027520_S00_X39_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BG7_P027520_S00_X39_R1.raw	1	39	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 960	proteomic profiling by mass spectrometry	02480_BH7_P027520_S00_X40_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BH7_P027520_S00_X40_R1.raw	1	40	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 961	proteomic profiling by mass spectrometry	02480_BA8_P027520_S00_X41_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BA8_P027520_S00_X41_R1.raw	1	41	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 962	proteomic profiling by mass spectrometry	02480_BB8_P027520_S00_X42_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BB8_P027520_S00_X42_R1.raw	1	42	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 963	proteomic profiling by mass spectrometry	02480_BC8_P027520_S00_X43_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BC8_P027520_S00_X43_R1.raw	1	43	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 964	proteomic profiling by mass spectrometry	02480_BD8_P027520_S00_X44_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BD8_P027520_S00_X44_R1.raw	1	44	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 965	proteomic profiling by mass spectrometry	02480_BE8_P027520_S00_X45_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BE8_P027520_S00_X45_R1.raw	1	45	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
Sample 43	Arabidopsis thaliana	leaf	none	not applicable	3W	plant cell	no enrichment	1	normal	run 966	proteomic profiling by mass spectrometry	02480_BF8_P027520_S00_X46_R1.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/01/PXD013868/02480_BF8_P027520_S00_X46_R1.raw	1	46	AC=MS:1002038;NT=label free sample	NT=Q Exactive HF;AC=MS:1002523	Size-exclusion chromatography (SEC)	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	not applicable	20 ppm	5 ppm	leaf
