source name	characteristics[biological replicate]	characteristics[organism]	characteristics[organism part]	characteristics[xenograft]	characteristics[cell type]	characteristics[cell line]	characteristics[age]	characteristics[disease]	characteristics[enrichment process]	assay name	technology type	comment[cleavage agent details]	comment[cleavage agent details]	comment[cleavage agent details]	comment[fractionation method]	comment[fraction identifier]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[technical replicate]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[tool metadata]	comment[file uri]	comment[data file]	factor value[disease]
A375 sample 1	1	homo sapiens	not available 	cancer cell line grown in mice	tumor cell	A375	54y	melanoma	NT= Extraction purification; AC=NCIT:C113061	run 49	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	not applicable	not applicable	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/XG/A375_1A/W091103_XG_A375_1A/W091103_XG_A375_1A_FP_rafkt_ft8_cc_01.RAW	W091103_XG_A375_1A_FP_rafkt_ft8_cc_01.RAW	melanoma
A375 sample 1	1	homo sapiens	not available 	cancer cell line grown in mice	tumor cell	A375	54y	melanoma	NT= Extraction purification; AC=NCIT:C113061	run 50	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	1	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/XG/A375_1A/W091211_XG_A375_1A_OGE/W091211_XG_A375_1A_01_OGE_raflt_ft8_cc_01.RAW	W091211_XG_A375_1A_01_OGE_raflt_ft8_cc_01.RAW	melanoma
A375 sample 1	1	homo sapiens	not available 	cancer cell line grown in mice	tumor cell	A375	54y	melanoma	NT= Extraction purification; AC=NCIT:C113061	run 51	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	2	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/XG/A375_1A/W091211_XG_A375_1A_OGE/W091211_XG_A375_1A_02_OGE_raflt_ft8_cc_01.RAW	W091211_XG_A375_1A_02_OGE_raflt_ft8_cc_01.RAW	melanoma
A375 sample 1	1	homo sapiens	not available 	cancer cell line grown in mice	tumor cell	A375	54y	melanoma	NT= Extraction purification; AC=NCIT:C113061	run 52	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	3	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/XG/A375_1A/W091211_XG_A375_1A_OGE/W091211_XG_A375_1A_03_OGE_raflt_ft8_cc_01.RAW	W091211_XG_A375_1A_03_OGE_raflt_ft8_cc_01.RAW	melanoma
A375 sample 1	1	homo sapiens	not available 	cancer cell line grown in mice	tumor cell	A375	54y	melanoma	NT= Extraction purification; AC=NCIT:C113061	run 53	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	4	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/XG/A375_1A/W091211_XG_A375_1A_OGE/W091211_XG_A375_1A_04_OGE_raflt_ft8_cc_01.RAW	W091211_XG_A375_1A_04_OGE_raflt_ft8_cc_01.RAW	melanoma
A375 sample 1	1	homo sapiens	not available 	cancer cell line grown in mice	tumor cell	A375	54y	melanoma	NT= Extraction purification; AC=NCIT:C113061	run 54	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	5	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/XG/A375_1A/W091211_XG_A375_1A_OGE/W091211_XG_A375_1A_05_OGE_raflt_ft8_cc_01.RAW	W091211_XG_A375_1A_05_OGE_raflt_ft8_cc_01.RAW	melanoma
A375 sample 1	1	homo sapiens	not available 	cancer cell line grown in mice	tumor cell	A375	54y	melanoma	NT= Extraction purification; AC=NCIT:C113061	run 55	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	6	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/XG/A375_1A/W091211_XG_A375_1A_OGE/W091211_XG_A375_1A_06_OGE_raflt_ft8_cc_01.RAW	W091211_XG_A375_1A_06_OGE_raflt_ft8_cc_01.RAW	melanoma
A375 sample 1	1	homo sapiens	not available 	cancer cell line grown in mice	tumor cell	A375	54y	melanoma	NT= Extraction purification; AC=NCIT:C113061	run 56	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	7	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/XG/A375_1A/W091211_XG_A375_1A_OGE/W091211_XG_A375_1A_07_OGE_raflt_ft8_cc_01.RAW	W091211_XG_A375_1A_07_OGE_raflt_ft8_cc_01.RAW	melanoma
A375 sample 1	1	homo sapiens	not available 	cancer cell line grown in mice	tumor cell	A375	54y	melanoma	NT= Extraction purification; AC=NCIT:C113061	run 57	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	8	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/XG/A375_1A/W091211_XG_A375_1A_OGE/W091211_XG_A375_1A_08_OGE_raflt_ft8_cc_01.RAW	W091211_XG_A375_1A_08_OGE_raflt_ft8_cc_01.RAW	melanoma
A375 sample 1	1	homo sapiens	not available 	cancer cell line grown in mice	tumor cell	A375	54y	melanoma	NT= Extraction purification; AC=NCIT:C113061	run 58	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	9	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/XG/A375_1A/W091211_XG_A375_1A_OGE/W091211_XG_A375_1A_09_10_OGE_raflt_ft8_cc_01.RAW	W091211_XG_A375_1A_09_10_OGE_raflt_ft8_cc_01.RAW	melanoma
A375 sample 1	1	homo sapiens	not available 	cancer cell line grown in mice	tumor cell	A375	54y	melanoma	NT= Extraction purification; AC=NCIT:C113061	run 59	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	10	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/XG/A375_1A/W091211_XG_A375_1A_OGE/W091211_XG_A375_1A_11_OGE_raflt_ft8_cc_01.RAW	W091211_XG_A375_1A_11_OGE_raflt_ft8_cc_01.RAW	melanoma
A375 sample 1	1	homo sapiens	not available 	cancer cell line grown in mice	tumor cell	A375	54y	melanoma	NT= Extraction purification; AC=NCIT:C113061	run 60	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	11	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/XG/A375_1A/W091211_XG_A375_1A_OGE/W091211_XG_A375_1A_12_OGE_raflt_ft8_cc_01.RAW	W091211_XG_A375_1A_12_OGE_raflt_ft8_cc_01.RAW	melanoma
A375 sample 2	2	homo sapiens	not available 	cancer cell line grown in mice	tumor cell	A375	54y	melanoma	NT= Extraction purification; AC=NCIT:C113061	run 61	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	not applicable	not applicable	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/XG/A375_3A/W091103_XG_A375_3A/W091103_XG_A375_3A_FP_rafkt_ft8_cc_01.RAW	W091103_XG_A375_3A_FP_rafkt_ft8_cc_01.RAW	melanoma
A375 sample 2	2	homo sapiens	not available 	cancer cell line grown in mice	tumor cell	A375	54y	melanoma	NT= Extraction purification; AC=NCIT:C113061	run 62	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	1	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/XG/A375_3A/W091212_XG_A375_3A_OGE/W091212_XG_A375_3A_01_OGE_raflt_ft8_cc_01.RAW	W091212_XG_A375_3A_01_OGE_raflt_ft8_cc_01.RAW	melanoma
A375 sample 2	2	homo sapiens	not available 	cancer cell line grown in mice	tumor cell	A375	54y	melanoma	NT= Extraction purification; AC=NCIT:C113061	run 63	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	2	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/XG/A375_3A/W091212_XG_A375_3A_OGE/W091212_XG_A375_3A_02_OGE_raflt_ft8_cc_01.RAW	W091212_XG_A375_3A_02_OGE_raflt_ft8_cc_01.RAW	melanoma
A375 sample 2	2	homo sapiens	not available 	cancer cell line grown in mice	tumor cell	A375	54y	melanoma	NT= Extraction purification; AC=NCIT:C113061	run 64	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	3	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/XG/A375_3A/W091212_XG_A375_3A_OGE/W091212_XG_A375_3A_03_OGE_raflt_ft8_cc_01.RAW	W091212_XG_A375_3A_03_OGE_raflt_ft8_cc_01.RAW	melanoma
A375 sample 2	2	homo sapiens	not available 	cancer cell line grown in mice	tumor cell	A375	54y	melanoma	NT= Extraction purification; AC=NCIT:C113061	run 65	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	4	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/XG/A375_3A/W091212_XG_A375_3A_OGE/W091212_XG_A375_3A_04_OGE_raflt_ft8_cc_01.RAW	W091212_XG_A375_3A_04_OGE_raflt_ft8_cc_01.RAW	melanoma
A375 sample 2	2	homo sapiens	not available 	cancer cell line grown in mice	tumor cell	A375	54y	melanoma	NT= Extraction purification; AC=NCIT:C113061	run 66	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	5	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/XG/A375_3A/W091212_XG_A375_3A_OGE/W091212_XG_A375_3A_05_OGE_raflt_ft8_cc_01.RAW	W091212_XG_A375_3A_05_OGE_raflt_ft8_cc_01.RAW	melanoma
A375 sample 2	2	homo sapiens	not available 	cancer cell line grown in mice	tumor cell	A375	54y	melanoma	NT= Extraction purification; AC=NCIT:C113061	run 67	proteomic profiling by mass spectrometry	NT=Trypsin;AC=MS:1001251;CS=(?<=[KR])(?!P)	NT=Lys-C; AC=MS:1001309;CS='(?<=K)(?\!P)'	NT=N-glycosidase F; AC=CHMO:0002921	off-gel electrophoresis	6	0.7 Da	20 ppm	1	NT=LTQ Orbitrap; AC=MS:1000449	label free sample	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Carbamyl;AC=5;CF=H C N O;MM=43.005814;MT=Fixed;PP=Any N-term;TA=['X']	NT=Oxidation;AC=35;CF=O;MM=15.994915;MT=Variable;PP=Anywhere;TA=['M']	NT=Gln->pyro-Glu;AC=28;CF=H(-3) N(-1);MM=-17.026549;MT=Variable;PP=Protein N-term;TA=['Q']	NT=Deamidated;AC=7;CF=H(-1) N(-1) O;MM=0.984016;MT=Variable;PP=Anywhere;TA=['N']	NT=Hydroxylation;AC=MOP:0000673;MT=Variable;PP=Anywhere;TA=['P']	lesSDRF v0.1.0	f.MSV000078494/spectrum/XG/A375_3A/W091212_XG_A375_3A_OGE/W091212_XG_A375_3A_06_OGE_raflt_ft8_cc_01.RAW	W091212_XG_A375_3A_06_OGE_raflt_ft8_cc_01.RAW	melanoma
