source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[ancestry category]	characteristics[biological replicate]	material type	assay name	technology type	comment[file uri]	comment[fractionation method]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[number of missed cleavages]	comment[cleavage agent details]	comment[number of missed cleavages]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	factor value[organism part]
Sample 4	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 32	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F1_EThcD.raw	not available	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:66	NT=Phosphorylation;MT=Variable;AC=UNIMOD:76	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001340	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F1_EThcD.raw	Cervix
Sample 4	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 34	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F2_EThcD.raw	not available	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:68	NT=Phosphorylation;MT=Variable;AC=UNIMOD:77	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001342	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F2_EThcD.raw	Cervix
Sample 4	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 36	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F3_EThcD.raw	not available	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:70	NT=Phosphorylation;MT=Variable;AC=UNIMOD:78	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001344	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F3_EThcD.raw	Cervix
Sample 4	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 38	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F4_EThcD.raw	not available	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:72	NT=Phosphorylation;MT=Variable;AC=UNIMOD:79	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001346	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F4_EThcD.raw	Cervix
Sample 4	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 40	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F5_EThcD.raw	not available	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:74	NT=Phosphorylation;MT=Variable;AC=UNIMOD:80	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001348	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F5_EThcD.raw	Cervix
Sample 4	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 42	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F6_EThcD.raw	not available	1	7	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:76	NT=Phosphorylation;MT=Variable;AC=UNIMOD:81	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001350	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R1_F6_EThcD.raw	Cervix
Sample 4	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 44	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F0_EThcD.raw	not available	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:78	NT=Phosphorylation;MT=Variable;AC=UNIMOD:82	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001352	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F0_EThcD.raw	Cervix
Sample 4	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 46	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F1_EThcD.raw	not available	2	2	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:80	NT=Phosphorylation;MT=Variable;AC=UNIMOD:83	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001354	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F1_EThcD.raw	Cervix
Sample 4	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 48	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F2_EThcD.raw	not available	2	3	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:82	NT=Phosphorylation;MT=Variable;AC=UNIMOD:84	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001356	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F2_EThcD.raw	Cervix
Sample 4	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 50	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F3_EThcD.raw	not available	2	4	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:84	NT=Phosphorylation;MT=Variable;AC=UNIMOD:85	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001358	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F3_EThcD.raw	Cervix
Sample 4	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 52	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F4_EThcD.raw	not available	2	5	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:86	NT=Phosphorylation;MT=Variable;AC=UNIMOD:86	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001360	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F4_EThcD.raw	Cervix
Sample 4	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 54	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F5_EThcD.raw	not available	2	6	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:88	NT=Phosphorylation;MT=Variable;AC=UNIMOD:87	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001362	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F5_EThcD.raw	Cervix
Sample 4	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 56	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F6_EThcD.raw	not available	2	7	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:90	NT=Phosphorylation;MT=Variable;AC=UNIMOD:88	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001364	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_LysC_5x_R2_F6_EThcD.raw	Cervix
Sample 5	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 57	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F0_ETD.raw	not available	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:91	NT=Phosphorylation;MT=Variable;AC=UNIMOD:89	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001365	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F0_ETD.raw	Cervix
Sample 5	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 59	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F1_ETD.raw	not available	1	2	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:93	NT=Phosphorylation;MT=Variable;AC=UNIMOD:90	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001367	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F1_ETD.raw	Cervix
Sample 5	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 61	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F2_ETD.raw	not available	1	3	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:95	NT=Phosphorylation;MT=Variable;AC=UNIMOD:91	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001369	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F2_ETD.raw	Cervix
Sample 5	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 63	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F3_ETD.raw	not available	1	4	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:97	NT=Phosphorylation;MT=Variable;AC=UNIMOD:92	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001371	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F3_ETD.raw	Cervix
Sample 5	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 65	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F4_ETD.raw	not available	1	5	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:99	NT=Phosphorylation;MT=Variable;AC=UNIMOD:93	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001373	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F4_ETD.raw	Cervix
Sample 5	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 67	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F5_ETD.raw	not available	1	6	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:101	NT=Phosphorylation;MT=Variable;AC=UNIMOD:94	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001375	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F5_ETD.raw	Cervix
Sample 5	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 69	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F6_ETD.raw	not available	1	7	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:103	NT=Phosphorylation;MT=Variable;AC=UNIMOD:95	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001377	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F6_ETD.raw	Cervix
Sample 5	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 71	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F0_ETD.raw	not available	2	1	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:105	NT=Phosphorylation;MT=Variable;AC=UNIMOD:96	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001379	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F0_ETD.raw	Cervix
Sample 5	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 73	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F1_ETD.raw	not available	2	2	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:107	NT=Phosphorylation;MT=Variable;AC=UNIMOD:97	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001381	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F1_ETD.raw	Cervix
Sample 5	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 75	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F2_ETD.raw	not available	2	3	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:109	NT=Phosphorylation;MT=Variable;AC=UNIMOD:98	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001383	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F2_ETD.raw	Cervix
Sample 5	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 77	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F3_ETD.raw	not available	2	4	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:111	NT=Phosphorylation;MT=Variable;AC=UNIMOD:99	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001385	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F3_ETD.raw	Cervix
Sample 5	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 79	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F4_ETD.raw	not available	2	5	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:113	NT=Phosphorylation;MT=Variable;AC=UNIMOD:100	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001387	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F4_ETD.raw	Cervix
Sample 5	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 81	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F5_ETD.raw	not available	2	6	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:115	NT=Phosphorylation;MT=Variable;AC=UNIMOD:101	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001389	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F5_ETD.raw	Cervix
Sample 5	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 83	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F6_ETD.raw	not available	2	7	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:117	NT=Phosphorylation;MT=Variable;AC=UNIMOD:102	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001391	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R2_F6_ETD.raw	Cervix
Sample 6	Homo sapiens	Cervix	not available	not available	not available	Cancer	not available	not available	1	Cell line	run 58	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/02/PXD012243/LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F0_EThcD.raw	not available	1	1	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1002732;NT=Orbitrap Fusion Lumos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:92	NT=Phosphorylation;MT=Variable;AC=UNIMOD:103	AC=MS:1001251;NT=Trypsin	not available	NT=Lys-C;AC=MS:1001366	not available	AC=MS:1000422;NT=HCD	not available	4.5 ppm	20 ppm	LUMOS_SCL-IAH_AR-H2O2_Tryp_1x_R1_F0_EThcD.raw	Cervix
