source name	characteristics[organism]	characteristics[strain]	characteristics[organism part]	characteristics[cell type]	characteristics[cell part]	characteristics[developmental stage]	assay name	comment[data file]	comment[technical replicate]	comment[fraction identifier]	factor value[condition]	factor value[day at label]	comment[data uri]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]
C57_CTRL_Heart_Nucl_d01	Mus musculus	C57BL/6J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	C57_CTRL_Heart_Nucl_d01_A17.raw	1	17	Control	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_CTRL_Heart_Nucl_d01_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
C57_CTRL_Heart_Nucl_d03	Mus musculus	C57BL/6J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	C57_CTRL_Heart_Nucl_d03_A17.raw	1	17	Control	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_CTRL_Heart_Nucl_d03_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
C57_CTRL_Heart_Nucl_d05	Mus musculus	C57BL/6J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	C57_CTRL_Heart_Nucl_d05_A17.raw	1	17	Control	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_CTRL_Heart_Nucl_d05_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
C57_CTRL_Heart_Nucl_d07	Mus musculus	C57BL/6J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	C57_CTRL_Heart_Nucl_d07_A17.raw	1	17	Control	7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_CTRL_Heart_Nucl_d07_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
C57_CTRL_Heart_Nucl_d10	Mus musculus	C57BL/6J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	C57_CTRL_Heart_Nucl_d10_A17.raw	1	17	Control	10	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_CTRL_Heart_Nucl_d10_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
C57_CTRL_Heart_Nucl_d14	Mus musculus	C57BL/6J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	C57_CTRL_Heart_Nucl_d14_A17.raw	1	17	Control	14	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_CTRL_Heart_Nucl_d14_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
C57_ISO_Heart_Nucl_d01	Mus musculus	C57BL/6J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	C57_ISO_Heart_Nucl_d01_A17.raw	1	17	Isoproterenol	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_ISO_Heart_Nucl_d01_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
C57_ISO_Heart_Nucl_d03	Mus musculus	C57BL/6J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	C57_ISO_Heart_Nucl_d03_A17.raw	1	17	Isoproterenol	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_ISO_Heart_Nucl_d03_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
C57_ISO_Heart_Nucl_d05	Mus musculus	C57BL/6J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	C57_ISO_Heart_Nucl_d05_A17.raw	1	17	Isoproterenol	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_ISO_Heart_Nucl_d05_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
C57_ISO_Heart_Nucl_d07	Mus musculus	C57BL/6J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	C57_ISO_Heart_Nucl_d07_A17.raw	1	17	Isoproterenol	7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_ISO_Heart_Nucl_d07_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
C57_ISO_Heart_Nucl_d10	Mus musculus	C57BL/6J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	C57_ISO_Heart_Nucl_d10_A17.raw	1	17	Isoproterenol	10	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_ISO_Heart_Nucl_d10_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
C57_ISO_Heart_Nucl_d14	Mus musculus	C57BL/6J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	C57_ISO_Heart_Nucl_d14_A17.raw	1	17	Isoproterenol	14	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/C57_ISO_Heart_Nucl_d14_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
CEJ_CTRL_Heart_Nucl_d00	Mus musculus	CE/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	CEJ_CTRL_Heart_Nucl_d00_A17.raw	1	17	Control	0	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Nucl_d00_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
CEJ_CTRL_Heart_Nucl_d01	Mus musculus	CE/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	CEJ_CTRL_Heart_Nucl_d01_A17.raw	1	17	Control	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Nucl_d01_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
CEJ_CTRL_Heart_Nucl_d03	Mus musculus	CE/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	CEJ_CTRL_Heart_Nucl_d03_A17.raw	1	17	Control	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Nucl_d03_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
CEJ_CTRL_Heart_Nucl_d05	Mus musculus	CE/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	CEJ_CTRL_Heart_Nucl_d05_A17.raw	1	17	Control	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Nucl_d05_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
CEJ_CTRL_Heart_Nucl_d07	Mus musculus	CE/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	CEJ_CTRL_Heart_Nucl_d07_A17.raw	1	17	Control	7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Nucl_d07_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
CEJ_CTRL_Heart_Nucl_d10	Mus musculus	CE/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	CEJ_CTRL_Heart_Nucl_d10_A17.raw	1	17	Control	10	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Nucl_d10_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
CEJ_CTRL_Heart_Nucl_d14	Mus musculus	CE/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	CEJ_CTRL_Heart_Nucl_d14_A17.raw	1	17	Control	14	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_CTRL_Heart_Nucl_d14_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
CEJ_ISO_Heart_Mito_d05	Mus musculus	CE/J	Heart	cardiac	TN=Mitochondrion;AC=NCIT:C13295	9W-12W	run 17	CEJ_ISO_Heart_Mito_d05_A17.raw	1	17	Isoproterenol	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_ISO_Heart_Mito_d05_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
CEJ_ISO_Heart_Mito_d07	Mus musculus	CE/J	Heart	cardiac	TN=Mitochondrion;AC=NCIT:C13295	9W-12W	run 17	CEJ_ISO_Heart_Mito_d07_A17.raw	1	17	Isoproterenol	7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_ISO_Heart_Mito_d07_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
CEJ_ISO_Heart_Mito_d10	Mus musculus	CE/J	Heart	cardiac	TN=Mitochondrion;AC=NCIT:C13295	9W-12W	run 17	CEJ_ISO_Heart_Mito_d10_A17.raw	1	17	Isoproterenol	10	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_ISO_Heart_Mito_d10_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
CEJ_ISO_Heart_Mito_d14	Mus musculus	CE/J	Heart	cardiac	TN=Mitochondrion;AC=NCIT:C13295	9W-12W	run 17	CEJ_ISO_Heart_Mito_d14_A17.raw	1	17	Isoproterenol	14	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_ISO_Heart_Mito_d14_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
CEJ_ISO_Heart_Nucl_d01	Mus musculus	CE/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	CEJ_ISO_Heart_Nucl_d01_A17.raw	1	17	Isoproterenol	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_ISO_Heart_Nucl_d01_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
CEJ_ISO_Heart_Nucl_d03	Mus musculus	CE/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	CEJ_ISO_Heart_Nucl_d03_A17.raw	1	17	Isoproterenol	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_ISO_Heart_Nucl_d03_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
CEJ_ISO_Heart_Nucl_d05	Mus musculus	CE/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	CEJ_ISO_Heart_Nucl_d05_A17.raw	1	17	Isoproterenol	5	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_ISO_Heart_Nucl_d05_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
CEJ_ISO_Heart_Nucl_d07	Mus musculus	CE/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	CEJ_ISO_Heart_Nucl_d07_A17.raw	1	17	Isoproterenol	7	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_ISO_Heart_Nucl_d07_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
CEJ_ISO_Heart_Nucl_d10	Mus musculus	CE/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	CEJ_ISO_Heart_Nucl_d10_A17.raw	1	17	Isoproterenol	10	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_ISO_Heart_Nucl_d10_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
CEJ_ISO_Heart_Nucl_d14	Mus musculus	CE/J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	CEJ_ISO_Heart_Nucl_d14_A17.raw	1	17	Isoproterenol	14	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/CEJ_ISO_Heart_Nucl_d14_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
DBA_CTRL_Heart_Nucl_d00	Mus musculus	DBA/2J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	DBA_CTRL_Heart_Nucl_d00_A17.raw	1	17	Control	0	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Nucl_d00_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
DBA_CTRL_Heart_Nucl_d01	Mus musculus	DBA/2J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	DBA_CTRL_Heart_Nucl_d01_A17.raw	1	17	Control	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Nucl_d01_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
DBA_CTRL_Heart_Nucl_d03	Mus musculus	DBA/2J	Heart	cardiac	TN=Nucleus;AC=NCIT:C13266	9W-12W	run 17	DBA_CTRL_Heart_Nucl_d03_A17.raw	1	17	Control	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/09/PXD002870/DBA_CTRL_Heart_Nucl_d03_A17.raw	AC=MS:1001910;NT=LTQ Orbitrap Elite	AC=MS:1001251;NT=Trypsin	AC=CHMO:0001678;NT=deuterium labelling	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=variable	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=Deamidated;MT=variable;TA=N;AC=UNIMOD:7
