source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[individual]	characteristics[phenotype]	characteristics[specimen]	characteristics[biological replicate]	characteristics[ancestry category]	material type	assay name	technology type	comment[file uri]	comment[fraction identifier]	comment[data file]	comment[label]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD003028-Sample-22	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 66	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated3.raw	3	20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated3.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-22	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 67	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated4.raw	4	20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated4.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-22	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 68	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated5.raw	5	20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated5.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-22	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 69	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated6.raw	6	20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated6.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-22	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 70	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated7.raw	7	20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated7.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-22	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 71	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated8.raw	8	20150414_QEp1_LC7_NiGr_SA_Saliva_8_fractionated8.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-23	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 72	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150414_QEp1_LC7_NiGr_SA_Saliva_8m.raw	1	20150414_QEp1_LC7_NiGr_SA_Saliva_8m.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-24	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 73	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150602_QEp3_NiGr_SA_saliva3_4_frac1.raw	1	20150602_QEp3_NiGr_SA_saliva3_4_frac1.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-24	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 74	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150602_QEp3_NiGr_SA_saliva3_4_frac2.raw	2	20150602_QEp3_NiGr_SA_saliva3_4_frac2.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-24	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 75	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150602_QEp3_NiGr_SA_saliva3_4_frac3.raw	3	20150602_QEp3_NiGr_SA_saliva3_4_frac3.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-24	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 76	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150602_QEp3_NiGr_SA_saliva3_4_frac4.raw	4	20150602_QEp3_NiGr_SA_saliva3_4_frac4.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-24	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 77	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150602_QEp3_NiGr_SA_saliva3_4_frac5.raw	5	20150602_QEp3_NiGr_SA_saliva3_4_frac5.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-24	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 78	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150602_QEp3_NiGr_SA_saliva3_4_frac6.raw	6	20150602_QEp3_NiGr_SA_saliva3_4_frac6.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-24	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 79	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150602_QEp3_NiGr_SA_saliva3_4_frac7.raw	7	20150602_QEp3_NiGr_SA_saliva3_4_frac7.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-24	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 80	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150602_QEp3_NiGr_SA_saliva3_4_frac8.raw	8	20150602_QEp3_NiGr_SA_saliva3_4_frac8.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-25	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 81	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20141116_QEp1_LC7_PhGe_4_53_M1_2.raw	1	20141116_QEp1_LC7_PhGe_4_53_M1_2.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-26	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 82	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20141116_QEp1_LC7_PhGe_4_53_M1_3.raw	1	20141116_QEp1_LC7_PhGe_4_53_M1_3.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-27	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 83	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20141116_QEp1_LC7_PhGe_4_53_M1_4.raw	1	20141116_QEp1_LC7_PhGe_4_53_M1_4.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-28	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 84	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20141116_QEp1_LC7_PhGe_4_53_M2_1.raw	1	20141116_QEp1_LC7_PhGe_4_53_M2_1.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-29	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 85	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20141116_QEp1_LC7_PhGe_4_53_M2_2.raw	1	20141116_QEp1_LC7_PhGe_4_53_M2_2.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-30	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 86	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20141116_QEp1_LC7_PhGe_4_53_M2_3.raw	1	20141116_QEp1_LC7_PhGe_4_53_M2_3.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-31	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 87	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150513_QEp4_NiGr_SA_workflow_rep1.raw	1	20150513_QEp4_NiGr_SA_workflow_rep1.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-32	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 88	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150513_QEp4_NiGr_SA_workflow_rep2.raw	1	20150513_QEp4_NiGr_SA_workflow_rep2.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
PXD003028-Sample-33	Homo sapiens	Saliva	not available	Adult	not available	not available	organism part	not available	not available	Healthy	not available	not available	not available	organism part	run 89	proteomic profiling by mass spectrometry	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/03/PXD003028/20150513_QEp4_NiGr_SA_workflow_rep3.raw	1	20150513_QEp4_NiGr_SA_workflow_rep3.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ;AC=UNIMOD:35 ;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	4.5 ppm	0.5 Da	Saliva
