Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[sex]	Characteristics[age]	Characteristics[ancestry category]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[enrichment process]	Characteristics[enrichment method]	assay name	comment[label]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[cleavage agent details]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Material Type	factor value[enrichment process]
Sample 6	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 62	AC=MS:1002038;NT=label free sample	kidney_21_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_21_10.raw	10	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 6	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 63	AC=MS:1002038;NT=label free sample	kidney_21_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_21_11.raw	11	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 6	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 64	AC=MS:1002038;NT=label free sample	kidney_21_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_21_12.raw	12	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 6	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 65	AC=MS:1002038;NT=label free sample	kidney_21_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_21_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 6	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 66	AC=MS:1002038;NT=label free sample	kidney_21_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_21_3.raw	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 6	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 67	AC=MS:1002038;NT=label free sample	kidney_21_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_21_4.raw	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 6	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 68	AC=MS:1002038;NT=label free sample	kidney_21_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_21_5.raw	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 6	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 69	AC=MS:1002038;NT=label free sample	kidney_21_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_21_6.raw	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 6	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 70	AC=MS:1002038;NT=label free sample	kidney_21_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_21_7.raw	7	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 6	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 71	AC=MS:1002038;NT=label free sample	kidney_21_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_21_8.raw	8	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 6	Homo sapiens	adjacent tissues	not available	normal	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 72	AC=MS:1002038;NT=label free sample	kidney_21_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_21_9.raw	9	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 7	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 73	AC=MS:1002038;NT=label free sample	kidney_22_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 7	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 74	AC=MS:1002038;NT=label free sample	kidney_22_10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_10.raw	10	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 7	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 75	AC=MS:1002038;NT=label free sample	kidney_22_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_11.raw	11	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 7	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 76	AC=MS:1002038;NT=label free sample	kidney_22_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_12.raw	12	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 7	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 77	AC=MS:1002038;NT=label free sample	kidney_22_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 7	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 78	AC=MS:1002038;NT=label free sample	kidney_22_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_3.raw	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 7	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 79	AC=MS:1002038;NT=label free sample	kidney_22_4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_4.raw	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 7	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 80	AC=MS:1002038;NT=label free sample	kidney_22_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_5.raw	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 7	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 81	AC=MS:1002038;NT=label free sample	kidney_22_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_6.raw	6	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 7	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 82	AC=MS:1002038;NT=label free sample	kidney_22_7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_7.raw	7	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 7	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 83	AC=MS:1002038;NT=label free sample	kidney_22_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_8.raw	8	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 7	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 84	AC=MS:1002038;NT=label free sample	kidney_22_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_22_9.raw	9	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 8	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 85	AC=MS:1002038;NT=label free sample	kidney_24-1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-1.raw	1	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 8	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 86	AC=MS:1002038;NT=label free sample	kidney_24-10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-10.raw	10	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 8	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 87	AC=MS:1002038;NT=label free sample	kidney_24-11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-11.raw	11	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 8	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 88	AC=MS:1002038;NT=label free sample	kidney_24-12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-12.raw	12	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 8	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 89	AC=MS:1002038;NT=label free sample	kidney_24-2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-2.raw	2	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 8	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 90	AC=MS:1002038;NT=label free sample	kidney_24-3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-3.raw	3	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 8	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 91	AC=MS:1002038;NT=label free sample	kidney_24-4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-4.raw	4	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
Sample 8	Homo sapiens	kidney cancer	not available	clear cell renal carcinoma	not available	not available	not available	not applicable	not applicable	enrichment of phosphorylated Protein	IMAC	run 92	AC=MS:1002038;NT=label free sample	kidney_24-5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006482/kidney_24-5.raw	5	NT=High-performance liquid chromatography;AC=PRIDE:0000565	AC=MS:1001251;NT=Trypsin	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	NT=collision-induced dissociation;AC=MS:1000133	35 NCE	20 ppm	0.5 Da	organism part	enrichment of phosphorylated Protein
