source name	characteristics[organism]	characteristics[strain]	characteristics[organism part]	characteristics[cell type]	characteristics[growth condition]	characteristics[disease]	assay name	Technology Type	comment[data file]	comment[fraction identifier]	comment[label]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	control	not applicable	Run 49	proteomic profiling by mass spectrometry	Lana-SILAC-4-7.raw	7	SILAC heavy K:13C(6)15N(2)	SILAC medium R:13C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	control	not applicable	Run 50	proteomic profiling by mass spectrometry	Lana-SILAC-4-8.raw	8	SILAC heavy K:13C(6)15N(2)	SILAC medium R:13C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	control	not applicable	Run 51	proteomic profiling by mass spectrometry	Lana-SILAC-4-9.raw	9	SILAC heavy K:13C(6)15N(2)	SILAC medium R:13C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	control	not applicable	Run 52	proteomic profiling by mass spectrometry	Lana-SILAC-4-10.raw	10	SILAC heavy K:13C(6)15N(2)	SILAC medium R:13C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	control	not applicable	Run 53	proteomic profiling by mass spectrometry	Lana-SILAC-4-11.raw	11	SILAC heavy K:13C(6)15N(2)	SILAC medium R:13C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	control	not applicable	Run 54	proteomic profiling by mass spectrometry	Lana-SILAC-4-12.raw	12	SILAC heavy K:13C(6)15N(2)	SILAC medium R:13C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	control	not applicable	Run 55	proteomic profiling by mass spectrometry	Lana-SILAC-4-13.raw	13	SILAC heavy K:13C(6)15N(2)	SILAC medium R:13C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	control	not applicable	Run 56	proteomic profiling by mass spectrometry	Lana-SILAC-4-2-1.raw	14	SILAC heavy K:13C(6)15N(2)	SILAC medium R:13C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	2.5 mM NaOCl 	not applicable	Run 43	proteomic profiling by mass spectrometry	Lana-SILAC-4-1.raw	1	SILAC light K:12C(6)14N(2)	SILAC light R:12C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	2.5 mM NaOCl 	not applicable	Run 44	proteomic profiling by mass spectrometry	Lana-SILAC-4-2.raw	2	SILAC light K:12C(6)14N(2)	SILAC light R:12C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	2.5 mM NaOCl 	not applicable	Run 45	proteomic profiling by mass spectrometry	Lana-SILAC-4-3.raw	3	SILAC light K:12C(6)14N(2)	SILAC light R:12C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	2.5 mM NaOCl 	not applicable	Run 46	proteomic profiling by mass spectrometry	Lana-SILAC-4-4.raw	4	SILAC light K:12C(6)14N(2)	SILAC light R:12C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	2.5 mM NaOCl 	not applicable	Run 47	proteomic profiling by mass spectrometry	Lana-SILAC-4-5.raw	5	SILAC light K:12C(6)14N(2)	SILAC light R:12C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	2.5 mM NaOCl 	not applicable	Run 48	proteomic profiling by mass spectrometry	Lana-SILAC-4-6.raw	6	SILAC light K:12C(6)14N(2)	SILAC light R:12C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	2.5 mM NaOCl 	not applicable	Run 49	proteomic profiling by mass spectrometry	Lana-SILAC-4-7.raw	7	SILAC light K:12C(6)14N(2)	SILAC light R:12C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	2.5 mM NaOCl 	not applicable	Run 50	proteomic profiling by mass spectrometry	Lana-SILAC-4-8.raw	8	SILAC light K:12C(6)14N(2)	SILAC light R:12C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	2.5 mM NaOCl 	not applicable	Run 51	proteomic profiling by mass spectrometry	Lana-SILAC-4-9.raw	9	SILAC light K:12C(6)14N(2)	SILAC light R:12C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	2.5 mM NaOCl 	not applicable	Run 52	proteomic profiling by mass spectrometry	Lana-SILAC-4-10.raw	10	SILAC light K:12C(6)14N(2)	SILAC light R:12C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	2.5 mM NaOCl 	not applicable	Run 53	proteomic profiling by mass spectrometry	Lana-SILAC-4-11.raw	11	SILAC light K:12C(6)14N(2)	SILAC light R:12C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	2.5 mM NaOCl 	not applicable	Run 54	proteomic profiling by mass spectrometry	Lana-SILAC-4-12.raw	12	SILAC light K:12C(6)14N(2)	SILAC light R:12C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	2.5 mM NaOCl 	not applicable	Run 55	proteomic profiling by mass spectrometry	Lana-SILAC-4-13.raw	13	SILAC light K:12C(6)14N(2)	SILAC light R:12C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
Sample 4	Haloferax volcanii DS2	LM08	Whole organism	prokaryotic cell	2.5 mM NaOCl 	not applicable	Run 56	proteomic profiling by mass spectrometry	Lana-SILAC-4-2-1.raw	14	SILAC light K:12C(6)14N(2)	SILAC light R:12C(6)14N(4)	AC=MS:1002634;NT=Q Exactive Plus	AC=MS:1001251;NT=Trypsin	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Label:13C(6)15N(2);AC=UNIMOD:259;TA=K;MT=Variable	NT=Label:13C(6);AC=UNIMOD:259;TA=R;MT=Variable	NT=HCD;AC=MS:1002481	27% NCE
