Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[disease]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[cell line]	assay name	comment[label]	comment[file uri]	comment[biological replicate]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	Material Type
Sample 14	Homo sapiens	not available	Lung adenocarcinoma	58Y	not available	Male	A549	run 81	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_A549_03.raw	2	3	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_A549_03.raw	cell
Sample 14	Homo sapiens	not available	Lung adenocarcinoma	58Y	not available	Male	A549	run 82	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_A549_04.raw	2	4	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_A549_04.raw	cell
Sample 14	Homo sapiens	not available	Lung adenocarcinoma	58Y	not available	Male	A549	run 83	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_A549_05.raw	2	5	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_A549_05.raw	cell
Sample 14	Homo sapiens	not available	Lung adenocarcinoma	58Y	not available	Male	A549	run 84	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_A549_06.raw	2	6	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_A549_06.raw	cell
Sample 15	Homo sapiens	not available	Osteosarcoma 	15Y	not available	Female	U2OS	run 85	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_U2OS_1.raw	2	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_U2OS_1.raw	cell
Sample 15	Homo sapiens	not available	Osteosarcoma 	15Y	not available	Female	U2OS	run 86	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_U2OS_2.raw	2	2	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_U2OS_2.raw	cell
Sample 15	Homo sapiens	not available	Osteosarcoma 	15Y	not available	Female	U2OS	run 87	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_U2OS_3.raw	2	3	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_U2OS_3.raw	cell
Sample 15	Homo sapiens	not available	Osteosarcoma 	15Y	not available	Female	U2OS	run 88	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_U2OS_4.raw	2	4	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_U2OS_4.raw	cell
Sample 15	Homo sapiens	not available	Osteosarcoma 	15Y	not available	Female	U2OS	run 89	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_U2OS_5.raw	2	5	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_U2OS_5.raw	cell
Sample 15	Homo sapiens	not available	Osteosarcoma 	15Y	not available	Female	U2OS	run 90	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100721_Velos1_TaGe_SA_U2OS_6.raw	2	6	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100721_Velos1_TaGe_SA_U2OS_6.raw	cell
Sample 16	Homo sapiens	not available	Glioblastoma	48Y	not available	Female	GAMG	run 91	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Gamg_1.raw	2	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Gamg_1.raw	cell
Sample 16	Homo sapiens	not available	Glioblastoma	48Y	not available	Female	GAMG	run 92	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Gamg_2.raw	2	2	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Gamg_2.raw	cell
Sample 16	Homo sapiens	not available	Glioblastoma	48Y	not available	Female	GAMG	run 93	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Gamg_3.raw	2	3	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Gamg_3.raw	cell
Sample 16	Homo sapiens	not available	Glioblastoma	48Y	not available	Female	GAMG	run 94	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Gamg_4.raw	2	4	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Gamg_4.raw	cell
Sample 16	Homo sapiens	not available	Glioblastoma	48Y	not available	Female	GAMG	run 95	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Gamg_5.raw	2	5	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Gamg_5.raw	cell
Sample 16	Homo sapiens	not available	Glioblastoma	48Y	not available	Female	GAMG	run 96	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Gamg_6.raw	2	6	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Gamg_6.raw	cell
Sample 17	Homo sapiens	not available	not available	not available	Fetus	Female	HEK293	run 97	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Hek293_01.raw	2	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Hek293_01.raw	cell
Sample 17	Homo sapiens	not available	not available	not available	Fetus	Female	HEK293	run 98	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Hek293_02.raw	2	2	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Hek293_02.raw	cell
Sample 17	Homo sapiens	not available	not available	not available	Fetus	Female	HEK293	run 99	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Hek293_03.raw	2	3	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Hek293_03.raw	cell
Sample 17	Homo sapiens	not available	not available	not available	Fetus	Female	HEK293	run 100	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Hek293_04.raw	2	4	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Hek293_04.raw	cell
Sample 17	Homo sapiens	not available	not available	not available	Fetus	Female	HEK293	run 101	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Hek293_05.raw	2	5	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Hek293_05.raw	cell
Sample 17	Homo sapiens	not available	not available	not available	Fetus	Female	HEK293	run 102	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100723_Velos1_TaGe_SA_Hek293_06.raw	2	6	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100723_Velos1_TaGe_SA_Hek293_06.raw	cell
Sample 18	Homo sapiens	not available	Human papillomavirus-related endocervical adenocarcinoma	30Y6M	not available	Female	HELA	run 103	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HeLa_1.raw	2	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HeLa_1.raw	cell
Sample 18	Homo sapiens	not available	Human papillomavirus-related endocervical adenocarcinoma	30Y6M	not available	Female	HELA	run 104	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HeLa_2.raw	2	2	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HeLa_2.raw	cell
Sample 18	Homo sapiens	not available	Human papillomavirus-related endocervical adenocarcinoma	30Y6M	not available	Female	HELA	run 105	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HeLa_3.raw	2	3	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HeLa_3.raw	cell
Sample 18	Homo sapiens	not available	Human papillomavirus-related endocervical adenocarcinoma	30Y6M	not available	Female	HELA	run 106	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HeLa_4.raw	2	4	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HeLa_4.raw	cell
Sample 18	Homo sapiens	not available	Human papillomavirus-related endocervical adenocarcinoma	30Y6M	not available	Female	HELA	run 107	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HeLa_5.raw	2	5	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HeLa_5.raw	cell
Sample 18	Homo sapiens	not available	Human papillomavirus-related endocervical adenocarcinoma	30Y6M	not available	Female	HELA	run 108	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HeLa_6.raw	2	6	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HeLa_6.raw	cell
Sample 19	Homo sapiens	not available	Hepatoblastoma	15Y	not available	Male	HepG2	run 109	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HepG2_1.raw	2	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HepG2_1.raw	cell
Sample 19	Homo sapiens	not available	Hepatoblastoma	15Y	not available	Male	HepG2	run 110	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HepG2_2.raw	2	2	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HepG2_2.raw	cell
Sample 19	Homo sapiens	not available	Hepatoblastoma	15Y	not available	Male	HepG2	run 111	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HepG2_3.raw	2	3	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HepG2_3.raw	cell
Sample 19	Homo sapiens	not available	Hepatoblastoma	15Y	not available	Male	HepG2	run 112	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HepG2_4.raw	2	4	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HepG2_4.raw	cell
Sample 19	Homo sapiens	not available	Hepatoblastoma	15Y	not available	Male	HepG2	run 113	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HepG2_5.raw	2	5	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HepG2_5.raw	cell
Sample 19	Homo sapiens	not available	Hepatoblastoma	15Y	not available	Male	HepG2	run 114	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100726_Velos1_TaGe_SA_HepG2_6.raw	2	6	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100726_Velos1_TaGe_SA_HepG2_6.raw	cell
Sample 20	Homo sapiens	not available	Childhood T acute lymphoblastic leukemia	14Y	not available	Male	Jurkat	run 115	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100730_Velos1_TaGe_SA_Jurkat_01.raw	2	1	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100730_Velos1_TaGe_SA_Jurkat_01.raw	cell
Sample 20	Homo sapiens	not available	Childhood T acute lymphoblastic leukemia	14Y	not available	Male	Jurkat	run 116	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100730_Velos1_TaGe_SA_Jurkat_02.raw	2	2	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100730_Velos1_TaGe_SA_Jurkat_02.raw	cell
Sample 20	Homo sapiens	not available	Childhood T acute lymphoblastic leukemia	14Y	not available	Male	Jurkat	run 117	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100730_Velos1_TaGe_SA_Jurkat_03.raw	2	3	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100730_Velos1_TaGe_SA_Jurkat_03.raw	cell
Sample 20	Homo sapiens	not available	Childhood T acute lymphoblastic leukemia	14Y	not available	Male	Jurkat	run 118	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100730_Velos1_TaGe_SA_Jurkat_04.raw	2	4	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100730_Velos1_TaGe_SA_Jurkat_04.raw	cell
Sample 20	Homo sapiens	not available	Childhood T acute lymphoblastic leukemia	14Y	not available	Male	Jurkat	run 119	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100730_Velos1_TaGe_SA_Jurkat_05.raw	2	5	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100730_Velos1_TaGe_SA_Jurkat_05.raw	cell
Sample 20	Homo sapiens	not available	Childhood T acute lymphoblastic leukemia	14Y	not available	Male	Jurkat	run 120	AC=MS:1002038;NT=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/07/PXD002395/20100730_Velos1_TaGe_SA_Jurkat_06_100731121305.raw	2	6	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin/P;AC=MS:1001313	6 ppm	20 ppm	20100730_Velos1_TaGe_SA_Jurkat_06_100731121305.raw	cell
