#file_format=SDRF
#version=v1.1.0
#template=ms-proteomics,version=v1.1.0
source name	characteristics[organism]	characteristics[organism part]	characteristics[strain/breed]	characteristics[growth condition]	characteristics[disease]	characteristics[cell type]	characteristics[treatment]	characteristics[biological replicate]	characteristics[medium]	assay name	technology type	comment[proteomics data acquisition method]	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[file uri]
synthetic_peptide_pool9	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_9	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140325_Ecoli_peptides_1809_3.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140325_Ecoli_peptides_1809_3.wiff.scan
synthetic_peptide_pool10	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_10	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140325_Ecoli_peptides_1810_3.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140325_Ecoli_peptides_1810_3.wiff.scan
synthetic_peptide_pool11	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_11	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140325_Ecoli_peptides_1811_3.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140325_Ecoli_peptides_1811_3.wiff.scan
synthetic_peptide_pool12	Escherichia coli	Cell lysate	Not applicable	Not available	Not applicable	Prokaryotic cell	Not applicable	1	Not available	peptides_12	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140325_Ecoli_peptides_1812_2-35gradient_1.wiff.scan	1	Not applicable	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140325_Ecoli_peptides_1812_2-35gradient_1.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_1	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_1.wiff.scan	1	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_1.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_2	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_10.wiff.scan	2	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_10.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_3	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_11.wiff.scan	3	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_11.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_4	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_12.wiff.scan	4	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_12.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_5	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_13.wiff.scan	5	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_13.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_6	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_14.wiff.scan	6	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_14.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_7	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_15.wiff.scan	7	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_15.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_8	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_16.wiff.scan	8	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_16.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_9	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_17.wiff.scan	9	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_17.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_10	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_18.wiff.scan	10	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_18.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_11	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_19.wiff.scan	11	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_19.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_12	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_2.wiff.scan	12	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_2.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_13	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_20.wiff.scan	13	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_20.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_14	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_21.wiff.scan	14	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_21.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_15	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_22.wiff.scan	15	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_22.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_16	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_23.wiff.scan	16	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_23.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_17	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_24.wiff.scan	17	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_24.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_18	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_25.wiff.scan	18	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_25.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_19	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_26.wiff.scan	19	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_26.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_20	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_27.wiff.scan	20	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_27.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_21	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_28.wiff.scan	21	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_28.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_22	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_29.wiff.scan	22	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_29.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_23	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_3.wiff.scan	23	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_3.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_24	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_30.wiff.scan	24	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_30.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_25	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_31.wiff.scan	25	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_31.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_26	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_32.wiff.scan	26	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_32.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_27	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_33.wiff.scan	27	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_33.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_28	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_34.wiff.scan	28	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_34.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_29	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_35.wiff.scan	29	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_35.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_30	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_36.wiff.scan	30	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_36.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_31	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_37.wiff.scan	31	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_37.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_32	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_38.wiff.scan	32	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_38.wiff.scan
DMS_WCL_sample	Escherichia coli	Cell lysate	Escherichia coli str. K-12	M9 medium	Not applicable	Prokaryotic cell	Not applicable	1	M9 medium	WCL_DMS_fractionation_33	Proteomic profiling by mass spectrometry	data-dependent acquisition	1	20140606_DMSon_Ecoli_39.wiff.scan	33	SelexION mobility separation	Label free sample	TripleTOF 5600+	NT=Trypsin;AC=1001251	0.05 Da	50 ppm	DTT	IAA	NT=Carbamidomethyl;AC=4;CF=H(3) C(2) N O;MM=57.021464;MT=Fixed;PP=Anywhere;TA=['C']	NT=Oxidation; MT=Variable; TA=M	collision-induced dissociation	Not available	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD020785/20140606_DMSon_Ecoli_39.wiff.scan
