source name	characteristics[organism]	characteristics[organism part]	characteristics[developmental stage]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[biological replicate]	characteristics[cell line]	characteristics[individual]	characteristics[material type]	assay name	technology type	comment[label]	comment[technical replicate]	comment[fraction identifier]	comment[file uri]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[cell line]
Sample 43	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	2	DU4475	not available	cell	run 230	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02892.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02892.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	DU4475
Sample 44	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	2	DU4475	not available	cell	run 231	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02894.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02894.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	DU4475
Sample 44	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	2	DU4475	not available	cell	run 232	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02895.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02895.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	DU4475
Sample 44	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	2	DU4475	not available	cell	run 233	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02896.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02896.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	DU4475
Sample 44	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	2	DU4475	not available	cell	run 234	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02897.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02897.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	DU4475
Sample 44	Homo sapiens	breast	adult	epithelial	Caucasian	70Y	female	breast carcinoma	2	DU4475	not available	cell	run 235	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02898.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02898.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	DU4475
Sample 45	Homo sapiens	breast	adult	epithelial	Caucasian	52Y	female	primary ductal carcinoma	2	HCC1143	not available	cell	run 236	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02900.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02900.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1143
Sample 45	Homo sapiens	breast	adult	epithelial	Caucasian	52Y	female	primary ductal carcinoma	2	HCC1143	not available	cell	run 237	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02901.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02901.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1143
Sample 45	Homo sapiens	breast	adult	epithelial	Caucasian	52Y	female	primary ductal carcinoma	2	HCC1143	not available	cell	run 238	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02902.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02902.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1143
Sample 45	Homo sapiens	breast	adult	epithelial	Caucasian	52Y	female	primary ductal carcinoma	2	HCC1143	not available	cell	run 239	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02903.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02903.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1143
Sample 45	Homo sapiens	breast	adult	epithelial	Caucasian	52Y	female	primary ductal carcinoma	2	HCC1143	not available	cell	run 240	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02904.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02904.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1143
Sample 46	Homo sapiens	breast	adult	epithelial	Caucasian	52Y	female	primary ductal carcinoma	2	HCC1143	not available	cell	run 241	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02906.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02906.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1143
Sample 46	Homo sapiens	breast	adult	epithelial	Caucasian	52Y	female	primary ductal carcinoma	2	HCC1143	not available	cell	run 242	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02907.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02907.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1143
Sample 46	Homo sapiens	breast	adult	epithelial	Caucasian	52Y	female	primary ductal carcinoma	2	HCC1143	not available	cell	run 243	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02908.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02908.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1143
Sample 46	Homo sapiens	breast	adult	epithelial	Caucasian	52Y	female	primary ductal carcinoma	2	HCC1143	not available	cell	run 244	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02909.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02909.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1143
Sample 46	Homo sapiens	breast	adult	epithelial	Caucasian	52Y	female	primary ductal carcinoma	2	HCC1143	not available	cell	run 245	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02910.raw	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02910.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	HCC1143
Sample 47	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	1	not applicable	not available	cell	run 246	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02921.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02921.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	not available
Sample 47	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	1	not applicable	not available	cell	run 247	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02922.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02922.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	not available
Sample 47	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	1	not applicable	not available	cell	run 248	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02923.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02923.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	not available
Sample 47	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	1	not applicable	not available	cell	run 249	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02924.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02924.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	not available
Sample 47	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	1	not applicable	not available	cell	run 250	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02925.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02925.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	not available
Sample 48	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	1	not applicable	not available	cell	run 251	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02927.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02927.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	not available
Sample 48	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	1	not applicable	not available	cell	run 252	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02928.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02928.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	not available
Sample 48	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	1	not applicable	not available	cell	run 253	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02929.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02929.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	not available
Sample 48	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	1	not applicable	not available	cell	run 254	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02930.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02930.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	not available
Sample 48	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	1	not applicable	not available	cell	run 255	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02931.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02931.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	not available
Sample 49	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	1	not applicable	not available	cell	run 256	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02933.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02933.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	not available
Sample 49	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	1	not applicable	not available	cell	run 257	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02934.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02934.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	not available
Sample 49	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	1	not applicable	not available	cell	run 258	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02935.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02935.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	not available
Sample 49	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	1	not applicable	not available	cell	run 259	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02936.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02936.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	not available
Sample 49	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	1	not applicable	not available	cell	run 260	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02937.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02937.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	not available
Sample 50	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	1	not applicable	not available	cell	run 261	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	1	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02939.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02939.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	not available
Sample 50	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	1	not applicable	not available	cell	run 262	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	2	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02940.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02940.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	not available
Sample 50	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	1	not applicable	not available	cell	run 263	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	3	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02941.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02941.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	not available
Sample 50	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	1	not applicable	not available	cell	run 264	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	4	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02942.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02942.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	not available
Sample 50	Homo sapiens	primary breast tumors	not available	not available	not available	not available	not available	primary breast tumor	1	not applicable	not available	cell	run 265	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	1	5	https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/12/PXD008222/q02943.raw	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	not available	0.01 Da	50 ppm	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=Data-dependent acquisition;AC=PRIDE:0000627	q02943.raw	v1.1.0	NT=ms-proteomics;version=v1.1.0	not available
