#file_format=SDRF
#version=v1.1.0
#template=ms-proteomics,version=v1.1.0
source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[cell line]	characteristics[treatment]	characteristics[RBC Proteins]	assay name	technology type	comment[plasmodium strain]	comment[proteomexchange accession number]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[technical replicate]	comment[label]	comment[instrument]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]
Sample 62	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 10.2	run 79	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A18RW2_G1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A18RW2_G1.raw	7	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 63	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 4.2	run 79	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A18RW2_G1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A18RW2_G1.raw	7	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 64	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 9	run 79	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A18RW2_G1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A18RW2_G1.raw	7	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 65	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 5	run 79	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A18RW2_G1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A18RW2_G1.raw	7	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 66	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 10.2	run 79	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A18RW2_G1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A18RW2_G1.raw	7	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 67	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 4.2	run 79	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A18RW2_G1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A18RW2_G1.raw	7	1	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 68	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 9	run 79	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A18RW2_G1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A18RW2_G1.raw	7	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 69	plasmodium falciparum	not available	schizonts	not applicable	1	not available	not available	not available	run 79	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A18RW2_G1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A18RW2_G1.raw	7	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 70	plasmodium knowlesi	not available	schizonts	not applicable	1	not available	not available	not available	run 79	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A18RW2_G1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A18RW2_G1.raw	7	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 61	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 5	run 80	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A19RW2_H1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A19RW2_H1.raw	8	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 62	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 10.2	run 80	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A19RW2_H1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A19RW2_H1.raw	8	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 63	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 4.2	run 80	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A19RW2_H1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A19RW2_H1.raw	8	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 64	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 9	run 80	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A19RW2_H1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A19RW2_H1.raw	8	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 65	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 5	run 80	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A19RW2_H1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A19RW2_H1.raw	8	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 66	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 10.2	run 80	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A19RW2_H1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A19RW2_H1.raw	8	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 67	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 4.2	run 80	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A19RW2_H1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A19RW2_H1.raw	8	1	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 68	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 9	run 80	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A19RW2_H1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A19RW2_H1.raw	8	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 69	plasmodium falciparum	not available	schizonts	not applicable	1	not available	not available	not available	run 80	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A19RW2_H1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A19RW2_H1.raw	8	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 70	plasmodium knowlesi	not available	schizonts	not applicable	1	not available	not available	not available	run 80	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A19RW2_H1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A19RW2_H1.raw	8	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	CID	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 71	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 5	run 81	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A31RW2_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A31RW2_A1.raw	1	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 72	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 10.2	run 81	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A31RW2_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A31RW2_A1.raw	1	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 73	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 4.2	run 81	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A31RW2_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A31RW2_A1.raw	1	1	TMT127C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 74	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 9	run 81	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A31RW2_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A31RW2_A1.raw	1	1	TMT128N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 75	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 5	run 81	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A31RW2_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A31RW2_A1.raw	1	1	TMT128C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 76	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 10.2	run 81	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A31RW2_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A31RW2_A1.raw	1	1	TMT129N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 77	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 4.2	run 81	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A31RW2_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A31RW2_A1.raw	1	1	TMT129C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 78	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	RAP-treated	FIKK 9	run 81	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A31RW2_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A31RW2_A1.raw	1	1	TMT130N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 79	plasmodium falciparum	not available	schizonts	not applicable	1	not available	not available	not available	run 81	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A31RW2_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A31RW2_A1.raw	1	1	TMT130C	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 80	plasmodium knowlesi	not available	schizonts	not applicable	1	not available	not available	not available	run 81	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A31RW2_A1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A31RW2_A1.raw	1	1	TMT131	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 71	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 5	run 82	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A32RW2_B1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A32RW2_B1.raw	2	1	TMT126	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
Sample 72	plasmodium falciparum	not available	schizonts	not applicable	1	FIKK cKO	DMSO	FIKK 10.2	run 82	proteomic profiling by mass spectrometry	3D7	PXD015833	NT=Data-dependent acquisition;AC=PRIDE:0000627	PAT8778A32RW2_B1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2020/04/PXD015833/PAT8778A32RW2_B1.raw	2	1	TMT127N	AC=MS:1002732;NT=Orbitrap Fusion Lumos	HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:67;PP=Protein N-term;MT=variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Deamidated;AC=UNIMOD:7;TA=N,Q;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	10 ppm	0.02 Da
