source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[individual]	characteristics[phenotype]	characteristics[specimen]	characteristics[biological replicate]	characteristics[ancestry category]	assay name	comment[file uri]	comment[fractionation method]	comment[fraction identifier]	Comment[data file]	comment[label]	comment[technical replicate]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Material Type	Factor Value[Phenotype]
Sample 60	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	2		run 60	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140206_QE_UP_U2OS1222_2h_02c.raw			20140206_QE_UP_U2OS1222_2h_02c.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	2h_HU
Sample 61	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	3		run 61	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_2h_03a.raw			20140408_QE_UP_U2OS1222_2h_03a.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	2h_HU
Sample 62	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	3		run 62	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_2h_03b.raw			20140408_QE_UP_U2OS1222_2h_03b.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	2h_HU
Sample 63	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	3		run 63	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_2h_03c.raw			20140408_QE_UP_U2OS1222_2h_03c.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	2h_HU
Sample 64	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	4		run 64	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_2h_04a.raw			20140408_QE_UP_U2OS1222_2h_04a.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	2h_HU
Sample 65	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	4		run 65	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_2h_04b.raw			20140408_QE_UP_U2OS1222_2h_04b.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	2h_HU
Sample 66	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	4		run 66	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_2h_04c.raw			20140408_QE_UP_U2OS1222_2h_04c.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	2h_HU
Sample 67	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	5		run 67	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_2h_05a..raw			20140408_QE_UP_U2OS1222_2h_05a.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	2h_HU
Sample 68	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	5		run 68	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_2h_05b.raw			20140408_QE_UP_U2OS1222_2h_05b.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	2h_HU
Sample 69	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	5		run 69	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_2h_05c.raw			20140408_QE_UP_U2OS1222_2h_05c.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	2h_HU
Sample 70	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	1		run 70	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140206_QE_UP_U2OS1222_24h_01a.raw			20140206_QE_UP_U2OS1222_24h_01a.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	24h_HU
Sample 71	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	1		run 71	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140206_QE_UP_U2OS1222_24h_01b.raw			20140206_QE_UP_U2OS1222_24h_01b.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	24h_HU
Sample 72	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	1		run 72	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140206_QE_UP_U2OS1222_24h_01c.raw			20140206_QE_UP_U2OS1222_24h_01c.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	24h_HU
Sample 73	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	2		run 73	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140206_QE_UP_U2OS1222_24h_02a..raw			20140206_QE_UP_U2OS1222_24h_02a.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	24h_HU
Sample 74	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	2		run 74	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140206_QE_UP_U2OS1222_24h_02b.raw			20140206_QE_UP_U2OS1222_24h_02b.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	24h_HU
Sample 75	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	2		run 75	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140206_QE_UP_U2OS1222_24h_02c.raw			20140206_QE_UP_U2OS1222_24h_02c.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	24h_HU
Sample 76	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	3		run 76	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_24h_03a.raw			20140408_QE_UP_U2OS1222_24h_03a.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	24h_HU
Sample 77	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	3		run 77	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_24h_03b.raw			20140408_QE_UP_U2OS1222_24h_03b.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	24h_HU
Sample 78	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	3		run 78	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_24h_03c..raw			20140408_QE_UP_U2OS1222_24h_03c.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	24h_HU
Sample 79	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	4		run 79	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_24h_04a.raw			20140408_QE_UP_U2OS1222_24h_04a.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	24h_HU
Sample 80	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	4		run 80	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_24h_04b.raw			20140408_QE_UP_U2OS1222_24h_04b.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	24h_HU
Sample 81	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	4		run 81	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_24h_04c.raw			20140408_QE_UP_U2OS1222_24h_04c.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	24h_HU
Sample 82	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	5		run 82	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_24h_05a.raw			20140408_QE_UP_U2OS1222_24h_05a.raw	AC=MS:1002038;NT=label free sample	1	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	24h_HU
Sample 83	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	5		run 83	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_24h_05b.raw			20140408_QE_UP_U2OS1222_24h_05b.raw	AC=MS:1002038;NT=label free sample	2	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	24h_HU
Sample 84	Homo sapiens	Bone	not available	not available	female	Osteosarcoma	Human Bone Osteosarcoma Epithelial Cells	U2OS Cell line	not available	Disease	not available	5		run 84	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/03/PXD001736/20140408_QE_UP_U2OS1222_24h_05c.raw			20140408_QE_UP_U2OS1222_24h_05c.raw	AC=MS:1002038;NT=label free sample	3	AC=MS:1002523;NT=Q Exactive HF	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation ; TA=M ; AC=UNIMOD:35 ;MT=Variable	NT = Sumoylation ;AC=UNIMOD:877;TA=K;MT=Variable	NT = Phosphorylation ;AC=UNIMOD:21;TA= S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	25% NCE	6 ppm	20 ppm	Cell line	24h_HU
