source name	characteristics[organism]	characteristics[disease]	characteristics[organism part]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell line]	characteristics[cell type]	characteristics[depletion]	assay name	comment[technical replicate]	comment[fraction identifier]	comment[proteomexchange accession number]	comment[file URI]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	Material Type	description	comment[Label]	comment[dissociation method]	comment[collision energy]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	factor value[cell line]
Sample 28	homo sapiens	anaplastic large cell lymphoma	blood	blood component	11Y	male	Caucasian	SR	lymphoblast	no depletion	run 333	8	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00287_E02_P001750_B00A_A00_R2.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00287_E02_P001750_B00A_A00_R2.RAW	SR
Sample 28	homo sapiens	anaplastic large cell lymphoma	blood	blood component	11Y	male	Caucasian	SR	lymphoblast	no depletion	run 334	9	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00287_F02_P001750_B00B_A00_R2.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00287_F02_P001750_B00B_A00_R2.RAW	SR
Sample 28	homo sapiens	anaplastic large cell lymphoma	blood	blood component	11Y	male	Caucasian	SR	lymphoblast	no depletion	run 335	10	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00287_H03_P001750_B00L_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00287_H03_P001750_B00L_A00_R1.RAW	SR
Sample 28	homo sapiens	anaplastic large cell lymphoma	blood	blood component	11Y	male	Caucasian	SR	lymphoblast	no depletion	run 336	11	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00287_G03_P001750_B00K_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00287_G03_P001750_B00K_A00_R1.RAW	SR
Sample 28	homo sapiens	anaplastic large cell lymphoma	blood	blood component	11Y	male	Caucasian	SR	lymphoblast	no depletion	run 337	12	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00287_G02_P001750_B00C_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00287_G02_P001750_B00C_A00_R1.RAW	SR
Sample 29	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	42Y	female	not available	OVCAR4	epithelium	no depletion	run 338	1	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_D02_P001888_B00L_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_D02_P001888_B00L_A00_R1.RAW	OVCAR4
Sample 29	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	42Y	female	not available	OVCAR4	epithelium	no depletion	run 339	2	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_E01_P001888_B00E_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_E01_P001888_B00E_A00_R1.RAW	OVCAR4
Sample 29	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	42Y	female	not available	OVCAR4	epithelium	no depletion	run 340	3	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_F01_P001888_B00F_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_F01_P001888_B00F_A00_R1.RAW	OVCAR4
Sample 29	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	42Y	female	not available	OVCAR4	epithelium	no depletion	run 341	4	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_C02_P001888_B00K_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_C02_P001888_B00K_A00_R1.RAW	OVCAR4
Sample 29	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	42Y	female	not available	OVCAR4	epithelium	no depletion	run 342	5	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_A02_P001888_B00I_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_A02_P001888_B00I_A00_R1.RAW	OVCAR4
Sample 29	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	42Y	female	not available	OVCAR4	epithelium	no depletion	run 343	6	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_G01_P001888_B00G_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_G01_P001888_B00G_A00_R1.RAW	OVCAR4
Sample 29	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	42Y	female	not available	OVCAR4	epithelium	no depletion	run 344	7	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_C01_P001888_B00C_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_C01_P001888_B00C_A00_R1.RAW	OVCAR4
Sample 29	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	42Y	female	not available	OVCAR4	epithelium	no depletion	run 345	8	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_A01_P001888_B00A_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_A01_P001888_B00A_A00_R1.RAW	OVCAR4
Sample 29	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	42Y	female	not available	OVCAR4	epithelium	no depletion	run 346	9	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_D01_P001888_B00D_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_D01_P001888_B00D_A00_R1.RAW	OVCAR4
Sample 29	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	42Y	female	not available	OVCAR4	epithelium	no depletion	run 347	10	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_B02_P001888_B00J_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_B02_P001888_B00J_A00_R1.RAW	OVCAR4
Sample 29	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	42Y	female	not available	OVCAR4	epithelium	no depletion	run 348	11	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_H01_P001888_B00H_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_H01_P001888_B00H_A00_R1.RAW	OVCAR4
Sample 29	homo sapiens	high grade ovarian serous adenocarcinoma	ovary	fallopian tube	42Y	female	not available	OVCAR4	epithelium	no depletion	run 349	12	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_B01_P001888_B00B_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_B01_P001888_B00B_A00_R1.RAW	OVCAR4
Sample 30	homo sapiens	melanoma	skin	melanocytes	not available	not available	not available	UACC-62	Epithelial-like	no depletion	run 350	1	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_H06_P001891_B00L_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_H06_P001891_B00L_A00_R1.RAW	UACC-62
Sample 30	homo sapiens	melanoma	skin	melanocytes	not available	not available	not available	UACC-62	Epithelial-like	no depletion	run 351	2	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_F06_P001891_B00J_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_F06_P001891_B00J_A00_R1.RAW	UACC-62
Sample 30	homo sapiens	melanoma	skin	melanocytes	not available	not available	not available	UACC-62	Epithelial-like	no depletion	run 352	3	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_H05_P001891_B00D_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_H05_P001891_B00D_A00_R1.RAW	UACC-62
Sample 30	homo sapiens	melanoma	skin	melanocytes	not available	not available	not available	UACC-62	Epithelial-like	no depletion	run 353	4	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_G06_P001891_B00K_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_G06_P001891_B00K_A00_R1.RAW	UACC-62
Sample 30	homo sapiens	melanoma	skin	melanocytes	not available	not available	not available	UACC-62	Epithelial-like	no depletion	run 354	5	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_B06_P001891_B00F_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_B06_P001891_B00F_A00_R1.RAW	UACC-62
Sample 30	homo sapiens	melanoma	skin	melanocytes	not available	not available	not available	UACC-62	Epithelial-like	no depletion	run 355	6	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_C06_P001891_B00G_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_C06_P001891_B00G_A00_R1.RAW	UACC-62
Sample 30	homo sapiens	melanoma	skin	melanocytes	not available	not available	not available	UACC-62	Epithelial-like	no depletion	run 356	7	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_D06_P001891_B00H_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_D06_P001891_B00H_A00_R1.RAW	UACC-62
Sample 30	homo sapiens	melanoma	skin	melanocytes	not available	not available	not available	UACC-62	Epithelial-like	no depletion	run 357	8	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_F05_P001891_B00B_A00_R2.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_F05_P001891_B00B_A00_R2.RAW	UACC-62
Sample 30	homo sapiens	melanoma	skin	melanocytes	not available	not available	not available	UACC-62	Epithelial-like	no depletion	run 358	9	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_E05_P001891_B00A_A00_R2.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_E05_P001891_B00A_A00_R2.RAW	UACC-62
Sample 30	homo sapiens	melanoma	skin	melanocytes	not available	not available	not available	UACC-62	Epithelial-like	no depletion	run 359	10	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_A06_P001891_B00E_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_A06_P001891_B00E_A00_R1.RAW	UACC-62
Sample 30	homo sapiens	melanoma	skin	melanocytes	not available	not available	not available	UACC-62	Epithelial-like	no depletion	run 360	11	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_G05_P001891_B00C_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_G05_P001891_B00C_A00_R1.RAW	UACC-62
Sample 30	homo sapiens	melanoma	skin	melanocytes	not available	not available	not available	UACC-62	Epithelial-like	no depletion	run 361	12	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/00297_E06_P001891_B00I_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	00297_E06_P001891_B00I_A00_R1.RAW	UACC-62
Sample 31	homo sapiens	colon adenocarcinoma	colon	colorectum	70Y	male	Caucasian	COLO205	epithelial	no depletion	run 362	1	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000297_B08_P001892_A00_B00J_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000297_B08_P001892_A00_B00J_R1.RAW	COLO205
Sample 31	homo sapiens	colon adenocarcinoma	colon	colorectum	70Y	male	Caucasian	COLO205	epithelial	no depletion	run 363	2	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000297_C08_P001892_A00_B00K_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000297_C08_P001892_A00_B00K_R1.RAW	COLO205
Sample 31	homo sapiens	colon adenocarcinoma	colon	colorectum	70Y	male	Caucasian	COLO205	epithelial	no depletion	run 364	3	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000297_A07_P001892_A00_B00A_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000297_A07_P001892_A00_B00A_R1.RAW	COLO205
Sample 31	homo sapiens	colon adenocarcinoma	colon	colorectum	70Y	male	Caucasian	COLO205	epithelial	no depletion	run 365	4	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000297_B07_P001892_A00_B00B_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	cell	full proteome of 59 cell lines	AC=MS:1002038;NM=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000297_B07_P001892_A00_B00B_R1.RAW	COLO205
