source Name	characteristics[organism]	characteristics[organism part]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[developmental stage]	characteristics[individual]	assay name	comment[label]	comment[file uri]	comment[fraction identifier]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	Material Type
Sample 6	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 76	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR01.raw	1	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR01.raw	tissue
Sample 6	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 77	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR02.raw	2	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR02.raw	tissue
Sample 6	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 78	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR03.raw	3	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR03.raw	tissue
Sample 6	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 79	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR04.raw	4	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR04.raw	tissue
Sample 6	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 80	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR05.raw	5	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR05.raw	tissue
Sample 6	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 81	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR06.raw	6	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR06.raw	tissue
Sample 6	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 82	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR07.raw	7	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR07.raw	tissue
Sample 6	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 83	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR08.raw	8	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR08.raw	tissue
Sample 6	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 84	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR09.raw	9	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR09.raw	tissue
Sample 6	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 85	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR10.raw	10	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR10.raw	tissue
Sample 6	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 86	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120731_A0218_1D_R_FR11.raw	11	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120731_A0218_1D_R_FR11.raw	tissue
Sample 6	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 87	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120731_A0218_1D_R_FR12.raw	12	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120731_A0218_1D_R_FR12.raw	tissue
Sample 6	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 88	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120731_A0218_1D_R_FR13.raw	13	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120731_A0218_1D_R_FR13.raw	tissue
Sample 6	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 89	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120731_A0218_1D_R_FR14.raw	14	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120731_A0218_1D_R_FR14.raw	tissue
Sample 6	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 90	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A016-01A-23_W_VU_20120731_A0218_1D_R_FR15.raw	15	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A016-01A-23_W_VU_20120731_A0218_1D_R_FR15.raw	tissue
Sample 7	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 91	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR01.raw	1	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR01.raw	tissue
Sample 7	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 92	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR02.raw	2	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR02.raw	tissue
Sample 7	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 93	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR03.raw	3	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR03.raw	tissue
Sample 7	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 94	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR04.raw	4	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR04.raw	tissue
Sample 7	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 95	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR05.raw	5	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR05.raw	tissue
Sample 7	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 96	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR06.raw	6	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR06.raw	tissue
Sample 7	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 97	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR07.raw	7	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR07.raw	tissue
Sample 7	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 98	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR08.raw	8	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR08.raw	tissue
Sample 7	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 99	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR09.raw	9	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR09.raw	tissue
Sample 7	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 100	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR10.raw	10	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR10.raw	tissue
Sample 7	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 101	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR11.raw	11	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR11.raw	tissue
Sample 7	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 102	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR12.raw	12	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR12.raw	tissue
Sample 7	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 103	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR13.raw	13	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR13.raw	tissue
Sample 7	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 104	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR14.raw	14	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR14.raw	tissue
Sample 7	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 105	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR15.raw	15	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR15.raw	tissue
Sample 8	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 106	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01L-01A-22_W_VU_20130129_A0218_9H_R_FR01.raw	1	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01L-01A-22_W_VU_20130129_A0218_9H_R_FR01.raw	tissue
Sample 8	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 107	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01L-01A-22_W_VU_20130129_A0218_9H_R_FR03.raw	2	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01L-01A-22_W_VU_20130129_A0218_9H_R_FR03.raw	tissue
Sample 8	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 108	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01L-01A-22_W_VU_20130129_A0218_9H_R_FR04.raw	3	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01L-01A-22_W_VU_20130129_A0218_9H_R_FR04.raw	tissue
Sample 8	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 109	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01L-01A-22_W_VU_20130129_A0218_9H_R_FR05.raw	4	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01L-01A-22_W_VU_20130129_A0218_9H_R_FR05.raw	tissue
Sample 8	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 110	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01L-01A-22_W_VU_20130129_A0218_9H_R_FR06.raw	5	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01L-01A-22_W_VU_20130129_A0218_9H_R_FR06.raw	tissue
Sample 8	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 111	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR02.raw	6	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR02.raw	tissue
Sample 8	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 112	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR07.raw	7	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR07.raw	tissue
Sample 8	Homo sapiens	colon	rectum	not available	not available	colon and rectal tumors	not available	not available	run 113	AC=MS:1002038;NM=label free sample	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/06/PXD002049/TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR08.raw	8	NM=LTQ Orbitrap Velos;AC=MS:1001742	NM=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Fixed	NM=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NM=Gln->pyro-Glu;MT=Variable;TA=Q;AC=UNIMOD:28	AC=MS:1001251;NE=Trypsin	not available	10 ppm	TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR08.raw	tissue
