source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[cell type]	characteristics[disease]	characteristics[individual]	characteristics[developmental stage]	characteristics[ancestry category]	characteristics[biological replicate]	material type	assay name	technology type	comment[label]	comment[instrument]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[file uri]	comment[data file]
Sample 118	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 708	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150503_liver_XL19_T_06.raw	20150503_liver_XL19_T_06.raw
Sample 119	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 709	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150507_liver_XH18_P_01.raw	20150507_liver_XH18_P_01.raw
Sample 119	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 710	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150507_liver_XH18_P_02.raw	20150507_liver_XH18_P_02.raw
Sample 119	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 711	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150507_liver_XH18_P_03.raw	20150507_liver_XH18_P_03.raw
Sample 119	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 712	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150507_liver_XH18_P_04.raw	20150507_liver_XH18_P_04.raw
Sample 119	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 713	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150507_liver_XH18_P_05.raw	20150507_liver_XH18_P_05.raw
Sample 119	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 714	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150507_liver_XH18_P_06.raw	20150507_liver_XH18_P_06.raw
Sample 120	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 715	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150507_liver_XH18_T_01.raw	20150507_liver_XH18_T_01.raw
Sample 120	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 716	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150507_liver_XH18_T_02.raw	20150507_liver_XH18_T_02.raw
Sample 120	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 717	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150507_liver_XH18_T_03.raw	20150507_liver_XH18_T_03.raw
Sample 120	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 718	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150507_liver_XH18_T_04.raw	20150507_liver_XH18_T_04.raw
Sample 120	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 719	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150507_liver_XH18_T_05.raw	20150507_liver_XH18_T_05.raw
Sample 120	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 720	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150507_liver_XH18_T_06.raw	20150507_liver_XH18_T_06.raw
Sample 121	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 721	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150509_liver_XH19_P_01.raw	20150509_liver_XH19_P_01.raw
Sample 121	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 722	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150509_liver_XH19_P_02.raw	20150509_liver_XH19_P_02.raw
Sample 121	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 723	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150509_liver_XH19_P_03.raw	20150509_liver_XH19_P_03.raw
Sample 121	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 724	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150509_liver_XH19_P_04.raw	20150509_liver_XH19_P_04.raw
Sample 121	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 725	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150509_liver_XH19_P_05.raw	20150509_liver_XH19_P_05.raw
Sample 121	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 726	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150509_liver_XH19_P_06.raw	20150509_liver_XH19_P_06.raw
Sample 122	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 727	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150509_liver_XH19_T_01.raw	20150509_liver_XH19_T_01.raw
Sample 122	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 728	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150509_liver_XH19_T_02.raw	20150509_liver_XH19_T_02.raw
Sample 122	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 729	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150509_liver_XH19_T_03.raw	20150509_liver_XH19_T_03.raw
Sample 122	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 730	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150509_liver_XH19_T_04.raw	20150509_liver_XH19_T_04.raw
Sample 122	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 731	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150509_liver_XH19_T_05.raw	20150509_liver_XH19_T_05.raw
Sample 122	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 732	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150509_liver_XH19_T_06.raw	20150509_liver_XH19_T_06.raw
Sample 123	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 733	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150510_liver_XH20_P_01.raw	20150510_liver_XH20_P_01.raw
Sample 123	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 734	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150510_liver_XH20_P_02.raw	20150510_liver_XH20_P_02.raw
Sample 123	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 735	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150510_liver_XH20_P_03.raw	20150510_liver_XH20_P_03.raw
Sample 123	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 736	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150510_liver_XH20_P_04.raw	20150510_liver_XH20_P_04.raw
Sample 123	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 737	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150510_liver_XH20_P_05.raw	20150510_liver_XH20_P_05.raw
Sample 123	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 738	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150510_liver_XH20_P_06.raw	20150510_liver_XH20_P_06.raw
Sample 124	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 739	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150510_liver_XH20_T_01.raw	20150510_liver_XH20_T_01.raw
Sample 124	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 740	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150510_liver_XH20_T_02.raw	20150510_liver_XH20_T_02.raw
Sample 124	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 741	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	3	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150510_liver_XH20_T_03.raw	20150510_liver_XH20_T_03.raw
Sample 124	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 742	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	4	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150510_liver_XH20_T_04.raw	20150510_liver_XH20_T_04.raw
Sample 124	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 743	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	5	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150510_liver_XH20_T_05.raw	20150510_liver_XH20_T_05.raw
Sample 124	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 744	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	6	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150510_liver_XH20_T_06.raw	20150510_liver_XH20_T_06.raw
Sample 125	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 745	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	1	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150511_liver_324_P_01.raw	20150511_liver_324_P_01.raw
Sample 125	Homo sapiens	liver	not available	not available	not available	Hepatocellular carcinoma	not available	not available	not available	1	tissue	run 746	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC= MS:1002416;NT=Orbitrap Fusion	2	1	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	AC=UNIMOD:4;NT=Carbamidomethyl;MT=Fixed;TA=C	AC=UNIMOD:35;NT=Oxidation;MT=Variable;TA=M	AC=UNIMOD:1;NT=Acetyl;MT=Variable;PP=Protein N-term	20 ppm	4.5 Da	https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/05/PXD006512/20150511_liver_324_P_02.raw	20150511_liver_324_P_02.raw
