source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[cell line]	characteristics[cell type]	characteristics[developmental stage]	characteristics[biological replicate]	characteristics[enrichment process]	assay name	technology type	comment[label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[file uri]	comment[data file]	comment[fractionation method]	comment[fraction identifier]	comment[technical replicate]
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 64	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt1_08.raw	HpH_Opt1_08.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	8	5
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 65	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt1_09.raw	HpH_Opt1_09.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	9	5
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 66	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt1_10.raw	HpH_Opt1_10.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	10	5
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 67	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt1_11.raw	HpH_Opt1_11.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	11	5
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 68	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt1_12.raw	HpH_Opt1_12.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	12	5
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 69	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt1_13.raw	HpH_Opt1_13.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	13	5
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 70	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt1_14.raw	HpH_Opt1_14.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	14	5
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 71	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt2_01.raw	HpH_Opt2_01.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	1	6
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 72	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt2_02.raw	HpH_Opt2_02.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	2	6
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 73	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt2_03.raw	HpH_Opt2_03.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	3	6
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 74	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt2_04.raw	HpH_Opt2_04.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	4	6
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 75	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt2_05.raw	HpH_Opt2_05.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	5	6
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 76	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt2_06.raw	HpH_Opt2_06.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	6	6
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 77	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt2_07.raw	HpH_Opt2_07.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	7	6
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 78	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt2_08.raw	HpH_Opt2_08.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	8	6
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 79	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt2_09.raw	HpH_Opt2_09.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	9	6
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 80	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt2_10.raw	HpH_Opt2_10.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	10	6
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 81	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt2_11.raw	HpH_Opt2_11.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	11	6
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 82	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt2_12.raw	HpH_Opt2_12.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	12	6
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 83	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt2_13.raw	HpH_Opt2_13.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	13	6
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 84	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt2_14.raw	HpH_Opt2_14.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	14	6
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 85	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt_DoubleTiO2_01.raw	HpH_Opt_DoubleTiO2_01.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	1	7
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 86	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt_DoubleTiO2_02.raw	HpH_Opt_DoubleTiO2_02.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	2	7
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 87	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt_DoubleTiO2_03.raw	HpH_Opt_DoubleTiO2_03.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	3	7
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 88	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt_DoubleTiO2_04.raw	HpH_Opt_DoubleTiO2_04.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	4	7
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 89	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt_DoubleTiO2_05.raw	HpH_Opt_DoubleTiO2_05.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	5	7
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 90	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt_DoubleTiO2_06.raw	HpH_Opt_DoubleTiO2_06.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	6	7
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 91	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt_DoubleTiO2_07.raw	HpH_Opt_DoubleTiO2_07.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	7	7
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 92	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt_DoubleTiO2_08.raw	HpH_Opt_DoubleTiO2_08.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	8	7
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 93	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt_DoubleTiO2_09.raw	HpH_Opt_DoubleTiO2_09.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	9	7
sample 1	Mus musculus	embryo	not available	not available	not available	NIH-3T3 cell	fibroblast	not available	1	enrichment of phosphorylated Protein	run 94	proteomic profiling by mass spectrometry	AC=MS:1002038;NT=label free sample	AC=MS:1001911;NT=Q Exactive	4.5 ppm	20 ppm	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Gln->pyro-Glu; MT=variable;TA=Q;AC=UNIMOD:28;PP=Any N-term	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21	https://ftp.pride.ebi.ac.uk/pride/data/archive/2014/10/PXD001404/HpH_Opt_DoubleTiO2_10.raw	HpH_Opt_DoubleTiO2_10.raw	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	10	7
