Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[developmental stage]	Characteristics[disease]	Characteristics[age]	Characteristics[sex]	Characteristics[ancestry category]	Characteristics[cell type]	Characteristics[cell line]	assay name	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[fractionation method]	comment[label]	comment[cleavage agent details]	comment[ms2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	Material Type	factor value[cell line]
Sample 22	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT15	run 323	A0253_klc_20130826r_HCT15_fr08.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr08.raw	8	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT15
Sample 22	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT15	run 324	A0253_klc_20130826r_HCT15_fr09.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr09.raw	9	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT15
Sample 22	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT15	run 325	A0253_klc_20130826r_HCT15_fr10.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr10.raw	10	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT15
Sample 22	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT15	run 326	A0253_klc_20130826r_HCT15_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr11.raw	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT15
Sample 22	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT15	run 327	A0253_klc_20130826r_HCT15_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr12.raw	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT15
Sample 22	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT15	run 328	A0253_klc_20130826r_HCT15_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr13.raw	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT15
Sample 22	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT15	run 329	A0253_klc_20130826r_HCT15_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr14.raw	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT15
Sample 22	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT15	run 330	A0253_klc_20130826r_HCT15_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT15_fr15.raw	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT15
Sample 23	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT8	run 331	A0253_klc_20130826r_HCT8_fr01.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr01.raw	1	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT8
Sample 23	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT8	run 332	A0253_klc_20130826r_HCT8_fr02.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr02.raw	2	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT8
Sample 23	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT8	run 333	A0253_klc_20130826r_HCT8_fr03.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr03.raw	3	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT8
Sample 23	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT8	run 334	A0253_klc_20130826r_HCT8_fr04.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr04.raw	4	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT8
Sample 23	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT8	run 335	A0253_klc_20130826r_HCT8_fr05.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr05.raw	5	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT8
Sample 23	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT8	run 336	A0253_klc_20130826r_HCT8_fr06.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr06.raw	6	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT8
Sample 23	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT8	run 337	A0253_klc_20130826r_HCT8_fr07.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr07.raw	7	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT8
Sample 23	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT8	run 338	A0253_klc_20130826r_HCT8_fr08.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr08.raw	8	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT8
Sample 23	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT8	run 339	A0253_klc_20130826r_HCT8_fr09.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr09.raw	9	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT8
Sample 23	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT8	run 340	A0253_klc_20130826r_HCT8_fr10.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr10.raw	10	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT8
Sample 23	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT8	run 341	A0253_klc_20130826r_HCT8_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr11.raw	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT8
Sample 23	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT8	run 342	A0253_klc_20130826r_HCT8_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr12.raw	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT8
Sample 23	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT8	run 343	A0253_klc_20130826r_HCT8_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr13.raw	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT8
Sample 23	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT8	run 344	A0253_klc_20130826r_HCT8_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr14.raw	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT8
Sample 23	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HCT8	run 345	A0253_klc_20130826r_HCT8_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HCT8_fr15.raw	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HCT8
Sample 24	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HRA19	run 346	A0253_klc_20130826r_HRA19_fr01.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HRA19_fr01.raw	1	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HRA19
Sample 24	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HRA19	run 347	A0253_klc_20130826r_HRA19_fr02.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HRA19_fr02.raw	2	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HRA19
Sample 24	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HRA19	run 348	A0253_klc_20130826r_HRA19_fr03.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HRA19_fr03.raw	3	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HRA19
Sample 24	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HRA19	run 349	A0253_klc_20130826r_HRA19_fr04.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HRA19_fr04.raw	4	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HRA19
Sample 24	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HRA19	run 350	A0253_klc_20130826r_HRA19_fr05.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HRA19_fr05.raw	5	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HRA19
Sample 24	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HRA19	run 351	A0253_klc_20130826r_HRA19_fr06.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HRA19_fr06.raw	6	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HRA19
Sample 24	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HRA19	run 352	A0253_klc_20130826r_HRA19_fr07.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HRA19_fr07.raw	7	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HRA19
Sample 24	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HRA19	run 353	A0253_klc_20130826r_HRA19_fr08.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HRA19_fr08.raw	8	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HRA19
Sample 24	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HRA19	run 354	A0253_klc_20130826r_HRA19_fr09.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HRA19_fr09.raw	9	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HRA19
Sample 24	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HRA19	run 355	A0253_klc_20130826r_HRA19_fr10.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HRA19_fr10.raw	10	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HRA19
Sample 24	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HRA19	run 356	A0253_klc_20130826r_HRA19_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HRA19_fr11.raw	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HRA19
Sample 24	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HRA19	run 357	A0253_klc_20130826r_HRA19_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HRA19_fr12.raw	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HRA19
Sample 24	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HRA19	run 358	A0253_klc_20130826r_HRA19_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HRA19_fr13.raw	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HRA19
Sample 24	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HRA19	run 359	A0253_klc_20130826r_HRA19_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HRA19_fr14.raw	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HRA19
Sample 24	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HRA19	run 360	A0253_klc_20130826r_HRA19_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HRA19_fr15.raw	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HRA19
Sample 25	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HT115	run 361	A0253_klc_20130826r_HT115_fr01.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT115_fr01.raw	1	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT115
Sample 25	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HT115	run 362	A0253_klc_20130826r_HT115_fr02.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT115_fr02.raw	2	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT115
Sample 25	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HT115	run 363	A0253_klc_20130826r_HT115_fr03.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT115_fr03.raw	3	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT115
Sample 25	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HT115	run 364	A0253_klc_20130826r_HT115_fr04.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT115_fr04.raw	4	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT115
Sample 25	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HT115	run 365	A0253_klc_20130826r_HT115_fr05.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT115_fr05.raw	5	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT115
Sample 25	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HT115	run 366	A0253_klc_20130826r_HT115_fr06.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT115_fr06.raw	6	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT115
Sample 25	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HT115	run 367	A0253_klc_20130826r_HT115_fr07.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT115_fr07.raw	7	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT115
Sample 25	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HT115	run 368	A0253_klc_20130826r_HT115_fr08.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT115_fr08.raw	8	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT115
Sample 25	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HT115	run 369	A0253_klc_20130826r_HT115_fr09.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT115_fr09.raw	9	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT115
Sample 25	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HT115	run 370	A0253_klc_20130826r_HT115_fr10.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT115_fr10.raw	10	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT115
Sample 25	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HT115	run 371	A0253_klc_20130826r_HT115_fr11.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT115_fr11.raw	11	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT115
Sample 25	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HT115	run 372	A0253_klc_20130826r_HT115_fr12.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT115_fr12.raw	12	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT115
Sample 25	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HT115	run 373	A0253_klc_20130826r_HT115_fr13.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT115_fr13.raw	13	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT115
Sample 25	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HT115	run 374	A0253_klc_20130826r_HT115_fr14.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT115_fr14.raw	14	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT115
Sample 25	Homo sapiens	not applicable	not available	Colorectal adenocarcinoma	not available	male	not available	epithelial	HT115	run 375	A0253_klc_20130826r_HT115_fr15.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT115_fr15.raw	15	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT115
Sample 26	Homo sapiens	not applicable	adult	Colorectal adenocarcinoma	44Y	female	Caucasian	epithelial	HT29	run 376	A0253_klc_20130826r_HT29_fr01.raw	ftp://massive.ucsd.edu/MSV000080374/raw/RAW/A0253_klc_20130826r_HT29_fr01.raw	1	AC=PRIDE:0000563;NT=Reversed-phase chromatography (RP)	AC=MS:1002038;NT=label free sample	NT=Trypsin; AC=MS:1001251	not available	NT=Q Exactive;AC=MS:1001911	not available	not available	not available	not available	not available	cell	HT29
