Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[enrichment process]	Characteristics[disease]	Characteristics[biological replicate]	Assay Name	Comment[technical replicate]	Comment[fraction identifier]	Comment[file uri]	Characteristics[developmental stage]	Comment[instrument]	Comment[label]	Comment[cleavage agent details]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[dissociation method]	Comment[collision energy]	Comment[precursor mass tolerance]	Comment[fragment mass tolerance]	Comment[data file]	Material Type
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 184	1	38	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr38.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr38.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 185	1	39	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr39.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr39.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 186	1	40	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr40.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr40.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 187	1	41	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr41.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr41.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 188	1	42	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr42.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr42.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 189	1	43	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr43.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr43.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 190	1	44	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr44.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr44.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 191	1	45	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr45.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr45.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 192	1	46	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr46.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr46.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 193	1	47	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr47.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr47.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 194	1	48	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr48.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr48.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 195	1	49	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr49.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr49.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 196	1	50	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr50.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr50.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 197	1	51	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr51.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr51.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 198	1	52	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr52.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr52.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 199	1	53	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr53.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr53.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 200	1	54	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr54.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr54.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 201	1	55	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr55.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr55.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 202	1	56	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr56.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr56.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 203	1	57	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr57.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr57.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 204	1	58	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr58.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr58.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 205	1	59	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr59.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr59.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 206	1	60	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr60.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr60.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 207	1	61	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr61.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr61.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 208	1	62	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr62.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr62.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 209	1	63	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr63.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr63.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 210	1	64	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr64.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr64.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 211	1	65	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr65.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr65.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 212	1	66	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr66.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr66.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 213	1	67	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr67.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr67.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 214	1	68	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr68.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr68.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 215	1	69	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr69.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr69.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 216	1	70	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr70.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr70.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 217	1	71	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr71.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr71.raw	cell
Sample 3	Rattus norvegicus	breast	epithelial cells	MDA-MB-231 breast cancer cell line	no enrichment	Breast cancer	2	run 218	1	72	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD006430/ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr72.raw		NT=LTQ Orbitrap Velos;AC=MS:1000031	NT=TMT reagent;AC=MS:1002615	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;TA=C;MT=fixed;AC=UNIMOD:4	NT=oxidation;MT=variable;TA=M;AC=UNIMOD:35	"NT=Phospho;MT=variable;TA=S,T,Y;AC=UNIMOD:21"	not applicable	35% CE	10 ppm	0.02 Da	ElenaP_TRAP3high_SILACplate1_200ugIPG3-10_7of15ul_fr72.raw	cell
